frame	bg	v1	v3b	v5	v6
0178	239.00000	0.03816	0.01494	0.05239	0.05649
0179	225.00000	0.09586	0.08129	0.20382	0.20796
0180	231.00000	0.09157	0.08669	0.14182	0.14704
0181	196.00000	0.42164	0.00000	0.05956	0.00000
0182	220.00000	0.02428	0.01607	0.04430	0.04430
0183	236.00000	0.00386	0.00681	0.01852	0.01852
0184	233.00000	0.00621	0.00972	0.02465	0.02465
0185	229.00000	0.00276	0.00344	0.00895	0.00895
0186	219.00000	0.25671	0.17852	0.37157	0.37157
0187	201.00000	0.32246	0.00000	0.04091	0.00000
0188	229.00000	0.01915	0.01520	0.05277	0.05219
0189	229.00000	0.02629	0.00679	0.03222	0.03354
0190	225.00000	0.02742	0.00824	0.03751	0.03960
0191	223.00000	0.03181	0.00972	0.01927	0.01919
0192	253.00000	0.04432	0.10495	0.42632	0.44280
0193	234.00000	0.03322	0.04320	0.09388	0.09388
0194	236.00000	0.04395	0.03716	0.08039	0.08229
0195	237.00000	0.02955	0.04585	0.09266	0.09278
0196	255.00000	0.01649	0.02519	0.03575	0.03575
0197	255.00000	0.01165	0.02506	0.03246	0.03246
0198	255.00000	0.01169	0.02696	0.03293	0.03293
0199	255.00000	0.01236	0.02318	0.03261	0.03261
0200	232.00000	0.03957	0.04487	0.08656	0.08711
0201	232.00000	0.03496	0.03962	0.07810	0.07883
0202	234.00000	0.02148	0.03197	0.05230	0.05275
0203	245.00000	0.00354	0.00980	0.02983	0.02983
0204	244.00000	0.00867	0.01323	0.03484	0.03489
0205	246.00000	0.00931	0.00588	0.01712	0.01750
0206	243.00000	0.00351	0.00547	0.01613	0.01616
0207	239.00000	0.00616	0.00959	0.01604	0.01608
0208	241.00000	0.01997	0.03324	0.08613	0.08629
0209	206.00000	0.32587	0.00000	0.10429	0.00000
0210	242.00000	0.02657	0.02572	0.07250	0.07506
0211	233.00000	0.02698	0.00955	0.02675	0.02752
0212	218.00000	0.08169	0.02676	0.09912	0.10110
0213	222.00000	0.19656	0.14006	0.14429	0.14896
0214	227.00000	0.02138	0.01336	0.03672	0.03804
0215	231.00000	0.02429	0.01681	0.03560	0.03649
0216	233.00000	0.01689	0.01211	0.03988	0.04129
0217	224.00000	0.01580	0.00920	0.01521	0.01543
0218	232.00000	0.00678	0.01332	0.03631	0.03631
0219	250.00000	0.01172	0.02398	0.07518	0.07685
0220	247.00000	0.02520	0.01573	0.03768	0.03851
0221	247.00000	0.02165	0.01341	0.04043	0.04232
0222	221.00000	0.06207	0.03889	0.12160	0.12504
0223	221.00000	0.01544	0.01078	0.03746	0.03746
0224	248.00000	0.02979	0.04661	0.16198	0.16611
0225	250.00000	0.01499	0.02431	0.06966	0.06966
0226	250.00000	0.00593	0.01188	0.02777	0.02777
0227	233.00000	0.03916	0.04777	0.14140	0.14140
0228	220.00000	0.05371	0.04068	0.09085	0.09085
0229	232.00000	0.04926	0.06718	0.13914	0.13914
0230	239.00000	0.03163	0.04872	0.06550	0.06550
0231	242.00000	0.01806	0.03280	0.05646	0.05646
0232	243.00000	0.01829	0.04473	0.08054	0.08054
0233	235.00000	0.01693	0.02593	0.06229	0.06229
0234	234.00000	0.01650	0.02637	0.04883	0.04883
0235	239.00000	0.00966	0.01422	0.03789	0.03789
0236	237.00000	0.01008	0.01265	0.04066	0.04066
0237	238.00000	0.03016	0.05484	0.11651	0.11651
0238	239.00000	0.01658	0.02930	0.08793	0.08793
0239	239.00000	0.00493	0.00953	0.04163	0.04163
0240	230.00000	0.03195	0.03735	0.10937	0.10937
0241	231.00000	0.00512	0.00728	0.02330	0.02330
0242	250.00000	0.01428	0.02755	0.05041	0.05041
0243	250.00000	0.01948	0.02136	0.04081	0.04087
0244	231.00000	0.00880	0.01035	0.03005	0.03005
0245	242.00000	0.08221	0.09040	0.18744	0.19155
0246	238.00000	0.05024	0.03976	0.10757	0.11182
0247	241.00000	0.04610	0.03101	0.08495	0.08632
0248	238.00000	0.05424	0.04162	0.10056	0.10224
0249	232.00000	0.05461	0.05271	0.16554	0.17395
0250	232.00000	0.05958	0.05015	0.12025	0.12385
0251	229.00000	0.06660	0.05245	0.12097	0.12507
0252	228.00000	0.06470	0.05366	0.12274	0.12829
0253	227.00000	0.04835	0.03519	0.09628	0.09893
0254	241.00000	0.05503	0.06244	0.13254	0.13818
0255	242.00000	0.02162	0.02602	0.06631	0.06631
0256	243.00000	0.00875	0.01454	0.03678	0.03678
0257	242.00000	0.01033	0.01477	0.03597	0.03597
0258	232.00000	0.01020	0.01401	0.04163	0.04163
0259	220.00000	0.16020	0.09295	0.21268	0.21268
0260	253.00000	0.00821	0.03699	0.13220	0.13220
0261	252.00000	0.00715	0.02751	0.09973	0.09973
0262	206.00000	0.30896	0.00000	0.04833	0.00000
0263	229.00000	0.03106	0.03157	0.07629	0.07629
0264	252.00000	0.01986	0.11967	0.38993	0.38993
0265	229.00000	0.01618	0.01800	0.06710	0.06710
0266	231.00000	0.11842	0.11755	0.17260	0.17734
0267	208.00000	0.19950	0.00000	0.20044	0.00000
0268	225.00000	0.00308	0.00301	0.00904	0.00904
0269	196.00000	0.38358	0.00000	0.15784	0.00000
0270	234.00000	0.00600	0.00848	0.02706	0.02706
0271	241.00000	0.02393	0.04037	0.12709	0.12709
0272	236.00000	0.03497	0.05076	0.08778	0.08778
0273	240.00000	0.02675	0.05142	0.08445	0.08445
0274	237.00000	0.02494	0.04081	0.07260	0.07260
0275	234.00000	0.03779	0.05598	0.09666	0.09666
0276	230.00000	0.03106	0.03908	0.07256	0.07256
0277	239.00000	0.02144	0.04041	0.08711	0.08711
0278	234.00000	0.01726	0.02484	0.05512	0.05512
0279	218.00000	0.05640	0.03545	0.06032	0.06032
0280	219.00000	0.03124	0.01867	0.04519	0.04519
0281	221.00000	0.01363	0.00944	0.01786	0.01786
0282	208.00000	0.25079	0.00000	0.22923	0.00000
0283	244.00000	0.01337	0.01122	0.03178	0.03238
0284	225.00000	0.10524	0.10246	0.13434	0.13493
0285	237.00000	0.00801	0.01582	0.07255	0.07255
0286	238.00000	0.00821	0.02198	0.04717	0.04717
0287	237.00000	0.01375	0.01709	0.03334	0.03334
0288	237.00000	0.01164	0.01845	0.03977	0.03977
0289	246.00000	0.01329	0.01701	0.02949	0.02949
0290	244.00000	0.01777	0.02371	0.06310	0.06310
0291	243.00000	0.02351	0.02874	0.06154	0.06166
0292	240.00000	0.02370	0.02370	0.08721	0.08906
0293	242.00000	0.02754	0.03137	0.06819	0.06834
0294	241.00000	0.02245	0.03083	0.07297	0.07297
0295	246.00000	0.02040	0.02252	0.20083	0.21240
0296	237.00000	0.01826	0.02140	0.05906	0.05996
0297	237.00000	0.01372	0.01715	0.03275	0.03275
0298	236.00000	0.01405	0.01818	0.03340	0.03345
0299	236.00000	0.01004	0.01164	0.02073	0.02073
0300	237.00000	0.01179	0.01484	0.02766	0.02766
0301	244.00000	0.00800	0.00822	0.03618	0.03631
0302	235.00000	0.03352	0.08589	0.38602	0.38602
0303	214.00000	0.04861	0.00000	0.03348	0.00000
0304	215.00000	0.06440	0.01815	0.04402	0.04402
0305	208.00000	0.26176	0.00000	0.05396	0.00000
0306	228.00000	0.01218	0.01175	0.02765	0.02769
0307	226.00000	0.01960	0.01874	0.05926	0.05936
0308	228.00000	0.01634	0.01249	0.05550	0.05676
0309	230.00000	0.01567	0.01896	0.05519	0.05531
0310	232.00000	0.02373	0.01394	0.02659	0.02720
0311	233.00000	0.01090	0.01203	0.02534	0.02540
0312	245.00000	0.01902	0.03268	0.11500	0.11500
0313	246.00000	0.01695	0.01536	0.04110	0.04187
0314	242.00000	0.02339	0.03442	0.06981	0.06998
0315	236.00000	0.04024	0.03930	0.07440	0.07592
0316	241.00000	0.02784	0.02464	0.05416	0.05516
0317	246.00000	0.00639	0.00788	0.01654	0.01654
0318	244.00000	0.03197	0.03785	0.10886	0.11088
0319	244.00000	0.04430	0.05386	0.09663	0.09674
0320	242.00000	0.04340	0.04086	0.07528	0.07603
0321	239.00000	0.02771	0.02595	0.05877	0.05960
0322	240.00000	0.02839	0.03305	0.08115	0.08267
0323	238.00000	0.03926	0.04876	0.07302	0.07302
0324	231.00000	0.03130	0.02815	0.05148	0.05217
0325	238.00000	0.02248	0.03600	0.08202	0.08202
0326	245.00000	0.00554	0.00864	0.02868	0.02868
0327	250.00000	0.01261	0.03132	0.05028	0.05028
0328	251.00000	0.00948	0.01849	0.03853	0.03853
0329	244.00000	0.02595	0.04052	0.05438	0.05458
0330	250.00000	0.04023	0.03287	0.07729	0.08474
0331	249.00000	0.02527	0.02874	0.08475	0.08831
0332	251.00000	0.04145	0.03642	0.07564	0.07837
0333	252.00000	0.02938	0.02990	0.05855	0.05855
0334	252.00000	0.01942	0.01752	0.09484	0.09484
0335	244.00000	0.00757	0.01484	0.05071	0.05071
0336	243.00000	0.00902	0.01100	0.03781	0.03781
0337	248.00000	0.02695	0.02678	0.05580	0.05580
0338	245.00000	0.02341	0.01622	0.03576	0.03576
0339	239.00000	0.02525	0.02615	0.05351	0.05351
0340	243.00000	0.02940	0.03259	0.07360	0.07360
0341	247.00000	0.02328	0.01992	0.04818	0.04818
0342	247.00000	0.03809	0.03085	0.07022	0.07059
0343	246.00000	0.03276	0.02914	0.08961	0.09017
0344	242.00000	0.02070	0.03280	0.18769	0.18787
0345	249.00000	0.02376	0.02856	0.10986	0.11053
0346	248.00000	0.02492	0.03424	0.09117	0.09117
0347	252.00000	0.02242	0.03140	0.07002	0.07002
0348	247.00000	0.01320	0.02190	0.07637	0.07637
0349	248.00000	0.01145	0.00943	0.03757	0.03757
0350	249.00000	0.01112	0.00932	0.03789	0.03789
0351	248.00000	0.01248	0.01364	0.03612	0.03612
0352	239.00000	0.02452	0.02809	0.07331	0.07331
0353	249.00000	0.03125	0.02705	0.05454	0.05454
0354	247.00000	0.02958	0.02746	0.05623	0.05623
0355	249.00000	0.02427	0.02839	0.05796	0.05796
0356	247.00000	0.02306	0.02271	0.04772	0.04772
0357	250.00000	0.02125	0.01838	0.04718	0.04718
0358	249.00000	0.01594	0.03154	0.12917	0.12917
0359	249.00000	0.02119	0.03177	0.07463	0.07463
0360	245.00000	0.02343	0.02943	0.06666	0.06666
0361	248.00000	0.01976	0.02391	0.05377	0.05377
0362	246.00000	0.01795	0.02209	0.05828	0.05828
0363	250.00000	0.01410	0.02386	0.10602	0.10602
0364	251.00000	0.00296	0.00874	0.03559	0.03559
0365	252.00000	0.01942	0.01736	0.06742	0.06742
0366	252.00000	0.02300	0.02139	0.08032	0.08032
0367	251.00000	0.02299	0.01639	0.06462	0.06516
0368	252.00000	0.02865	0.02103	0.07212	0.07212
0369	252.00000	0.02204	0.01951	0.07638	0.07724
0370	239.00000	0.02277	0.02111	0.04739	0.04748
0371	237.00000	0.02354	0.02072	0.04499	0.04521
0372	238.00000	0.03138	0.02242	0.04954	0.05039
0373	235.00000	0.03292	0.02756	0.06096	0.06186
0374	240.00000	0.03721	0.02458	0.05472	0.05607
0375	234.00000	0.03011	0.03397	0.12530	0.12920
0376	239.00000	0.01204	0.01281	0.04377	0.04377
0377	241.00000	0.04048	0.03124	0.10296	0.10582
0378	239.00000	0.04892	0.03648	0.07765	0.07900
0379	237.00000	0.03138	0.01866	0.04099	0.04230
0380	245.00000	0.02935	0.01535	0.04913	0.05153
0381	246.00000	0.03363	0.01173	0.06289	0.06500
0382	252.00000	0.04289	0.03753	0.10578	0.10742
0383	253.00000	0.03602	0.02302	0.04739	0.04786
0384	254.00000	0.01260	0.01022	0.01532	0.01532
0385	254.00000	0.02320	0.01868	0.06593	0.06680
0386	255.00000	0.01552	0.01163	0.04726	0.04726
0387	254.00000	0.01840	0.02480	0.06652	0.06652
0388	254.00000	0.04667	0.05104	0.08189	0.08324
0389	255.00000	0.03044	0.03584	0.06887	0.06887
0390	254.00000	0.01833	0.02613	0.09029	0.09029
0391	254.00000	0.02964	0.03141	0.06681	0.06681
0392	254.00000	0.01401	0.01154	0.06609	0.06609
0393	255.00000	0.00151	0.00146	0.02375	0.02375
