index	code	transcribed_group	plaintext
3195	253^CircleWithHorizontalBar	2^+ 5^_ 3	weg
3196	191	1 9 1	ens
3197	"217^"""	2^'' 1 7	andere
3198	425^^	4^^ 2 5	pre
3199	89	8 9	s
3200	"374^"""	3^'' 7 4	ar
3201	5	5	i
3202	30^^	3 0^^	c
3203	"227^"""	2^'' 2 7	atic?
3204	550^_	^_ 5 5 0	liv?
3205	"897^"""	8^'' 9 7	dis
3206	198^_	1^_ 9^_ 8	g
3207	40^^	4^^ 0	ra
3208	268^^	2^^ 6 8	l
3209	750	7 5 0	cerd
3210	32^CircleWithHorizontalBar	3^+ 2^_	wierd
3211	158	1 5 8	en
3212	114^^	1 1^^ 4	het
3213	922	9 2 2	
3214	404^_	4^_ 0^_ 4^_	lijk
3215	37^^	3^^ 7	e
3216	13^_	1^_ 3^_	hot
3217	158	1 5 8	en
3218	311^_	3^_ 1^_ 1	land
3219	754^_	7^_ 5^_ 4^_	moe
3220	150^o	1^o 5 0	st
3221	227^o	2^o 2 7	ver
3222	309^_	3^_ 0^_ 9^_	laaten
3223	70^CircleWithHorizontalBar	7^+ 0^_	zyne
3224	60	6 0	door
3225	311	3 1 1	l
3226	41^^	4^^ 1	u
3227	198^_	1^_ 9^_ 8^_	g
3228	4^^	4^^	n'est
3229	28^_	2^_ 8^_	
3230	71^_	7 1^_	heid
3231	731^o	7 3^o 1	voor
3232	690^_	6 9^_ 0^_	
3233	184^o	1^o 8 4	tegen
3234	114^^	1^^ 1 4	het
3235	812^o	8^o 1 2	voornocond?
3236	37^^	3^^ 7	e
3237	34^_	3^_ 4^_	
3238	41^^	4^^ 1	u
3239	748	7 4 8	ÿ
3240	311	3 1 1	l
3241	114^_	1^_ 1^_ 4^_	ing[en]
3242	583^CircleWithHorizontalBar	5^+ 8 3	s
3243	511^^	5^^ 1 1	project
3244	550	5 5 0	ge
3245	"368^"""	3^'' 6 8	an
3246	261^_	2 6^_ 1^_	
3247	750	7 5 0	cerd
3248	158	1 5 8	en
3249	16	1 6	daar
3250	184^o	1^o 8 4	tegen
3251	583^CircleWithHorizontalBar	5^+ 8 3	s
3252	550	5 5 0	ge
3253	158	1 5 8	en
3254	"691^"""	6^'' 9 1	
3255	156	1 5 6	a
3256	198^_	1^_ 9^_ 8	g
3257	750	7 5 0	cerd
3258	211^_	2^_ 1^_ 1	hadde
3259	25^^	2^^ 5	om
3260	206^CircleWithHorizontalBar	2 0^+ 6	zig
3261	7	7	te
3262	227^o	2 2^o 7	ver
3263	17^o	1 7^o	z
3264	347	3 4 7	et
3265	414^o	4^o 1 4	ten
3266	184^o	1 8^o 4	tegen
3267	583^CircleWithHorizontalBar	5^+ 8^_ 3	s
3268	26	2 6	de
3269	380	3 8 0	van
3270	253^CircleWithHorizontalBar	2^+ 5^_ 3	weg
3271	191	1 9 1	ens
3272	15^_	1^_ 5^_	
3273	117^^	1^^ 1 7	w
3274	78	7 8	
3275	365^_	3 6^_ 5	it
3276	196	1 9 6	er
3277	"152^"""	1 5^'' 2	
3278	5	5	i
3279	377	3 7 7	f
3280	132^CircleWithHorizontalBar	1 3^+ 2	zo
3281	49	4 9	direct
3282	"59^"""	5^'' 9	als
3283	34^_	3 4^_	
3284	49	4 9	direct
3285	952^_	9^_ 5^_ 2	onder
3286	26	2 6	de
3287	984	9 8 4	hand
3288	773	7 7 3	gedaan
3289	37^^	3^^ 7	e
3290	738^^	7 3^^ 8	propositie F
3291	158^_	^_ 1 5 8	
3292	"805^"""	8^'' 0 5	demarche
3293	414^o	^_ 4^o 1 4	ten
3294	181	1 8 1	einde?
3295	25^^	2^^ 5	om
3296	34	3 4	den
3297	715	7 1 5	beid
3298	280^_	2^_ 8^_ 0	h
3299	388	3 8 8	eer
3300	922	9 2 2	
3301	16	1 6	daar
3302	34^_	3^_ 4^_	
3303	300^^	3^^ 0 0	over
3304	7	7	te
3305	888	8 8 8	
3306	86	8 6	en
3307	7	7	te
3308	190	1 9 0	engagemen
3309	"814^"""	8^'' 1 4	deze
3310	68^_	6^_ 8^_	heer
3311	380	3 8 0	van
3312	7^_	7^_	
3313	86	8 6	en
3314	377	3 7 7	f
3315	327	3 2 7	ei
3316	583^CircleWithHorizontalBar	5^+ 8^_ 3	s
3317	731^o	7^o 3 1	voor
3318	52^^	5^^ 2	ontrent
3319	644^o	6^o 4 4	vijf
3320	21^^	2 1^^	
3321	281^CircleWithHorizontalBar	2 8^+ 1^_	zes, six
3322	482^_	4^_ 8^_ 2	
3323	300^^	^_ 3^^ 0 0	over
3324	311	3 1 1	l
3325	113^^	1 1^^ 3	ee
3326	34	3 4	den
3327	90	9 0	zÿn
3328	26	2 6	de
3329	132^CircleWithHorizontalBar	1^_ 3^+ 2	zo
3330	"277^"""	2^'' 7 7	agt ?
3331	39^^	3^^ 9	men
3332	25^^	2^^ 5	om
3333	737^o	7^o 3 7	bewuste
3334	76^^	7^^ 6	
3335	26^_	^_/line26>	
3336	52	5 2	dit
3337	731^o	7^o 3 1	voor
3338	704	7 0 4	geen
3339	550	5 5 0	ge
3340	34^^	3^^ 4	r
3341	114^_	1^_ 1^_ 4	ing[en]
3342	227^o	2^o 2 7	ver
3343	311	3 1 1	l
3344	5	5	i
3345	199	1 9 9	es
3346	731^o	7 3^o 1	voor
3347	26	2 6	de
3348	162^^	1 6^^ 2	partÿ
3349	254^CircleWithHorizontalBar	2^+ 5 4	welke
3350	206^CircleWithHorizontalBar	2^+ 0^_ 6	zig
3351	184^o	1 8^o 4	tegen
3352	583^CircleWithHorizontalBar	5^+ 8 3	s
3353	26	2 6	de
3354	34^^	3^^ 4	r
3355	41^^	4^^ 1	u
3356	748	7 4 8	ÿ
3357	311	3 1 1	l
3358	114^_	1 1^_ 4^_	ing[en]
3359	158	1 5 8	en
3360	"128^"""	1^'' 2 8	al'
3361	311	3 1 1	l
3362	5	5	i
3363	86	8 6	en
3364	"227^"""	2^'' 2 7	atic?
3365	380	3 8 0	van
3366	"311^"""	3 1^'' 1	be
3367	748	7 4 8	ÿ
3368	196	1 9 6	er
3369	86	8 6	en
3370	34^_	3 4^_	
3371	18^o	1 8^o	d
3372	41^^	4^^ 1	u
3373	748	7 4 8	ÿ
3374	4^CircleWithHorizontalBar	4^+	t
3375	583^CircleWithHorizontalBar	5^+ 8^_ 3	s
3376	311^_	3 1^_ 1^_	land
3377	227^o	2 2^o 7	ver
3378	314	3 1 4	eenig
3379	4^CircleWithHorizontalBar	4^+	t
3380	143^_	1 4^_ 3^_	heeft
3381	417^o	4^o 1 7	ter
3382	190^CircleWithHorizontalBar	1^+ 9 0	wÿl
3383	"104^"""	1^'' 0 4	aan
3384	26	2 6	de
3385	"217^"""	2^'' 1 7	andere
3386	596^_	5 9^_ 6^_	kant
3387	15^_	1^_ 5^_	
3388	117^^	1^^ 1 7	w
3389	78	7 8	
3390	16	1 6	daar
3391	184^o	1 8^o 4	tegen
3392	583^CircleWithHorizontalBar	5^_ 8^+ 3	s
3393	"104^"""	1^'' 0 4	aan
3394	34	3 4	den
3395	300^^	3^^ 0 0	over
3396	311	3 1 1	l
3397	113^^	1^^ 1 3	ee
3398	26	2 6	de
3399	6	6	ne
3400	87	8 7	is
3401	550	5 5 0	ge
3402	26	2 6	de
3403	381	3 8 1	b
3404	"374^"""	3 7^'' 4	ar
3405	"15^"""	1^'' 5	a
3406	819	8 1 9	ss
3407	570	5 7 0	geneig
3408	550	5 5 0	ge
3409	112^CircleWithHorizontalBar	1 1^+ 2^_	worden
3410	380	3 8 0	van
3411	4	4	een
3412	396^^	3^^ 9 6	persoon
3413	121	1 2 1	dic
3414	"104^"""	1^'' 0 4	aan
3415	924	9 2 4	het
3416	976^^	9 7^^ 6	sedert?
3417	205^CircleWithHorizontalBar	2^+ 0^_ 5	zeventien, dia Sept.
3418	81^_	8 1^_	
3419	"277^"""	2^'' 7 7	agt ?
3420	158	1 5 8	en
3421	282^CircleWithHorizontalBar	2^+ 8 2	zeventig, septante
3422	34^_	3^_ 4^_	
3423	39	3 9	hun
3424	153^_	1^_ 5^_ 3^_	hier
3425	731^o	7 3^o 1	voor
3426	550	5 5 0	ge
3427	26	2 6	de
3428	22^o	2 2^o	la
3429	108^_	1^_ 0^_ 8^_	
3430	311	3 1 1	l
3431	391	3 9 1	eerde
3432	952^_	9^_ 5^_ 2^_	onder
3433	137^_	1^_ 3^_ 7^_	handel
3434	114^_	1^_ 1^_ 4	ing[en]
3435	109^^	^_ 1 0^^ 9	met
3436	34	3 4	den
3437	922	9 2 2	
3438	380	3 8 0	van
3439	213^o	2^o 1 3	
3440	381	3 8 1	b
3441	883^^	8 8^^ 3	rug
3442	569	5 6 9	gen
3443	"139^"""	1^'' 3 9	
3444	45^CircleWithHorizontalBar	4^+ 5	zeer
3445	34^_	3^_ 4^_	
3446	34	3 4	den
3447	253^CircleWithHorizontalBar	2^+ 5^_ 3	weg
3448	923^^	9^^ 2 3	staan
3449	143^_	^_ 1^_ 4^_ 3	heeft
3450	"59^"""	5^'' 9	als
3451	471	4 7 1	eigentlÿk
3452	26	2 6	de
3453	186^^	1 8^^ 6	s
3454	147^^	1 4^^ 7	ou
3455	34^^	3^^ 4	r
3456	"583^"""	5^'' 8 3	ce
3457	86	8 6	en
3458	114^^	1^^ 1 4	het
3459	256^CircleWithHorizontalBar	2^+ 5^_ 6	werk
3460	362^o	3^o 6 2	tu?
3461	748	7 4 8	ÿ
3462	198^_	1^_ 9^_ 8	g
3463	874	8 7 4	
3464	144^CircleWithHorizontalBar	1^+ 4^_ 4	zÿnde?
3465	19^CircleWithHorizontalBar	1^+ 9^_	waar van
3466	550	5 5 0	ge
3467	26	2 6	de
3468	802^^	8 0^^ 2	ri
3469	89	8 9	s
3470	570	5 7 0	geneig
3471	21^^	2^^ 1	
3472	550	5 5 0	ge
3473	26	2 6	de
3474	377	3 7 7	f
3475	311	3 1 1	l
3476	41^^	4^^ 1	u
3477	750	7 5 0	cerd
3478	90	9 0	zÿn
3479	25	2 5	de
3480	602^^	6^^ 0 2	raad
3481	198^_	1^_ 9^_ 8	g
3482	113^^	1^^ 1 3	ee
3483	89	8 9	s
3484	114^_	1^_ 1^_ 4	ing[en]
3485	254^CircleWithHorizontalBar	^_ 2^+ 5 4	welke
3486	34	3 4	den
3487	715	7 1 5	beid
3488	86	8 6	en
3489	922	9 2 2	
3490	216^_	2 1^_ 6	hetten
3491	7	7	te
3492	883^^	8^^ 8 3	rug
3493	940	9 4 0	
3494	158^_	^_ 1 5 8	
3495	"355^"""	3^'' 5 5	aldus
3496	227^o	2^o 2 7	ver
3497	365^^	3^^ 6 5	oorzaak
3498	4^CircleWithHorizontalBar	4^+	t
3499	26	2 6	de
3500	716^_	7^_ 1^_ 6	
3501	280^_	^_ 2^_ 8^_ 0	h
3502	34^_	3 4^_	
3503	113	1 1 3	der
3504	78^^	7^^ 8	paal
3505	158^_	^_ 1 5 8	
3506	47	4 7	difficultit
3507	121^_	^_ 1 2 1	dit
3508	15^_	1^_ 5^_	
3509	117^^	1 1^^ 7	w
3510	78	7 8	
3511	34^_	3^_ 4^_	
3512	70^CircleWithHorizontalBar	7^+ 0	zyne
3513	584^o	5 8^o 4	voorgemeld
3514	952^_	9^_ 5^_ 2	onder
3515	137^_	1^_ 3^_ 7	handel
3516	114^_	1^_ 1^_ 4	ing[en]
3517	109^^	^_ 1 0^^ 9	met
3518	715	7 1 5	beid
3519	158	1 5 8	en
3520	922	9 2 2	
3521	143122^^	1^_ 4^_ 3^_  1 2^^ 2	
3522	831^_	8 3^_ 1^_	meet
3523	21^^	2^^ 1	
3524	158	1 5 8	en
3525	34^_	3^_ 4^_	
3526	3^_	3^_	
3527	633^o	6 3^o 3	verre
3528	787^_	7^_ 8^_ 7^_	nu
3529	15^_	1^_ 5^_	
3530	117^^	1 1^^ 7	w
3531	78	7 8	
3532	609^o	6 0^o 9	uit
3533	"814^"""	8^'' 1 4	deze
3534	800^_	8^_ 0^_ 0^_	
3535	121	1 2 1	dic
3536	46^CircleWithHorizontalBar	4^+ 6	zeker?
3537	34^_	3 4^_	
3538	710^o	7 1^o 0	verscheite
3539	219^^	2^^ 1 9	op zigt
3540	612^o	^_ 6^o 1 2	
3541	592	5 9 2	
3542	28^_	2^_ 8^_	
3543	583^CircleWithHorizontalBar	5^+ 8 3	s
3544	30^^	3 0^^	c
3545	280^_	2^_ 8^_ 0	h
3546	748	7 4 8	ÿ
3547	674	6 7 4	n
3548	4^CircleWithHorizontalBar	4^+	t
3549	314	3 1 4	eenig
3550	731^o	7 3^o 1	voor
3551	"801^"""	8^'' 0 1	dut
3552	21^^	2^^ 1	
3553	162^^	1^^ 6 2	partÿ
3554	"574^"""	5^'' 7 4	by
3555	34	3 4	den
3556	922	9 2 2	
3557	43^CircleWithHorizontalBar	4^+ 3^_	zal
3558	451^_	4^_ 5^_ 1	konnen
3559	208^o	2^o 0 8	trek
3560	508^_	5^_ 0^_ 8^_	hen
3561	43^CircleWithHorizontalBar	4^+ 3^_	zal
3562	26	2 6	de
3563	344^o	3^o 4 4	tÿd
3564	311	3 1 1	l
3565	80	8 0	eeron
3566	331^_	3 3^_ 1^_	maar
3567	223^o	2^o 2 3	beele
3568	940	9 4 0	
3569	206^CircleWithHorizontalBar	2^+ 0^_ 6	zig
3570	245^^	2^^ 4 5	persuaderen?
3571	743	7 4 3	dak?
3572	132^CircleWithHorizontalBar	1^_ 3^+ 2	zo
3573	26^CircleWithHorizontalBar	2^+ 6	wel
3574	414^o	4^o 1 4	ten
3575	"814^"""	8^'' 1 4	deze
3576	219^^	2^^ 1 9	op zigt
3577	37^^	3^^ 7	e
3578	"59^"""	5^'' 9	als
3579	34^_	3^_ 4^_	
3580	62^CircleWithHorizontalBar	6^+ 2^_	
3581	414^o	4 1^o 4	ten
3582	"104^"""	1^'' 0 4	aan
3583	130^CircleWithHorizontalBar	1^_ 3^+ 0	zien
3584	380	3 8 0	van
3585	39	3 9	hun
3586	"66^"""	6^'' 6	ander
3587	550	5 5 0	ge
3588	280^_	2^_ 8^_ 0	h
3589	37^^	3^^ 7	e
3590	748	7 4 8	ÿ
3591	33^^	3^^ 3	m
3592	"311^"""	3^'' 1 1	be
3593	311	3 1 1	l
3594	37^^	3^^ 7	e
3595	748	7 4 8	ÿ
3596	18^o	1 8^o	d
3597	158	1 5 8	en
3598	59^^	5^^ 9	oog
3599	971^_	9^_ 7^_ 1	merk/mert?
3600	25^^	2^^ 5	om
3601	206^CircleWithHorizontalBar	2^+ 0 6	zig
3602	952^_	9 5^_ 2	onder
3603	26	2 6	de
3604	18^o	1 8^o	d
3605	41^^	4^^ 1	u
3606	748	7 4 8	ÿ
3607	4^CircleWithHorizontalBar	4^+	t
3608	583^CircleWithHorizontalBar	5^+ 8 3	s
3609	"514^"""	5^'' 1 4	chi
3610	884^^	8^^ 8 4	rÿk
3611	583^CircleWithHorizontalBar	5^+ 8 3	s
3612	665^o	6 6^o 5	vorst
3613	158^_	^_ 1 5 8	
3614	77^o	7 7^o	stana
3615	60^^	^_ 6 0^^	ock
3616	2	2	een
3617	162^^	1^^ 6 2	partÿ
3618	21^^	2^^ 1	
3619	"150^"""	1^'' 5 0	as?
3620	61^o	6^o 1	so
3621	"745^"""	7^'' 4 5	ci
3622	"227^"""	2^'' 2 7	atic?
3623	7	7	te
3624	689	6 8 9	formeean?
3625	34^_	3^_ 4^_	
3626	184^o	1^o 8 4	tegen
3627	300^^	3^^ 0 0	over
3628	154^o	1^o 5 4	
3629	311	3 1 1	l
3630	114^_	1^_ 1^_ 4^_	ing[en]
3631	158	1 5 8	en
3632	198^o	1^o 9 8	tot
3633	227^o	2^o 2 7	ver
3634	295^CircleWithHorizontalBar	2^_ 9^+ 5	
3635	47^_	4^_ 7^_	l
3636	114^_	1^_ 1^_ 4	ing[en]
3637	380	3 8 0	van
3638	121	1 2 1	dic
3639	254^CircleWithHorizontalBar	2^+ 5 4	welke
3640	363^o	3^o 6 3	tusschen
3641	301^_	3^_ 0^_ 1^_	de Koning von F
3642	450	4 5 0	p
3643	34^^	3^^ 4	r
3644	41^^	4^^ 1	u
3645	748	7 4 8	ÿ
3646	819	8 1 9	ss
3647	"514^"""	5^'' 1 4	chi
3648	674	6 7 4	n
3649	158	1 5 8	en
3650	387	3 8 7	eenige
3651	"217^"""	2^'' 1 7	andere
3652	18^o	1^o 8	d
3653	41^^	4^^ 1	u
3654	748	7 4 8	ÿ
3655	583^CircleWithHorizontalBar	5^+ 8^_ 3	s
3656	"514^"""	5^'' 1 4	chi
3657	665^o	6^o 6 5	vorst
3658	857^^	^_ 8 5^^ 7	
3659	750	7 5 0	cerd
3660	976^^	9^^ 7 6	sedert?
3661	34	3 4	den
3662	173^_	1^_ 7^_ 3	jaar
3663	37^^	3^^ 7	e
3664	205^CircleWithHorizontalBar	2^+ 0^_ 5	zeventien, dia Sept.
3665	81^_	8 1^_	
3666	644^o	6^o 4 4	vijf
3667	86	8 6	en
3668	482^o	4^o 8 2	tachtig ?
3669	114^^	1^^ 1 4	het
3670	161^o	1 6^o 1	succes
3671	380	3 8 0	van
3672	39	3 9	hun
3673	952^_	9 5^_ 2	onder
3674	137^_	1^_ 3^_ 7	handel
3675	114^_	1^_ 1^_ 4^_	ing[en]
3676	"969^"""	9^'' 6 9	
3677	60^^	6^^ 0	ock
3678	45^CircleWithHorizontalBar	4^+ 5^_	zeer
3679	525^o	5^o 2 5	veel
3680	132^CircleWithHorizontalBar	1^_ 3^+ 2	zo
3681	777^_	7^_ 7^_ 7^_	nict?
3682	414^o	4^o 1 4	ten
3683	2	2	een
3684	406^_	4 0^_ 6	man?
3685	"199^"""	1^'' 9 9	af
3686	280^_	2 8^_ 0^_	h
3687	"368^"""	3^'' 6 8	an
3688	198^_	1^_ 9^_ 8^_	g
3689	4^CircleWithHorizontalBar	4^+	t
3690	380	3 8 0	van
3691	15^_	1^_ 5^_	
3692	289^o	2^o 8 9	V
3693	526^^	5^^ 2 6	ra
3694	869^^	8^^ 6 9	n
3695	413^^	4^^ 1 3	k
3696	884^^	8^^ 8 4	rÿk
3697	253^CircleWithHorizontalBar	2^+ 5 3	weg
3698	191	1 9 1	ens
3699	26	2 6	de
3700	"533^"""	5^'' 3 3	
3701	91^CircleWithHorizontalBar	9^+ 1^_	waar
3702	34^_	3^_ 4^_	
3703	114^^	1 1^^ 4	het
3704	75^o	7 5^o	staat
3705	158	1 5 8	en
3706	34	3 4	den
3707	730^_	7^_ 3^_ 0	in
3708	649^o	6^o 4 9	vlood
3709	121	1 2 1	dic
3710	114^^	1^^ 1 4	het
3711	25^^	2^^ 5	om
3712	710^o	7^o 1 0	verscheite
3713	761^^	7^^ 6 1	
3714	143^_	1 4^_ 3	heeft
3715	"574^"""	5^'' 7 4	by
3716	26	2 6	de
3717	731^o	7 3^o 1	voor
3718	991^_	9^_ 9^_ 1	naam
3719	850^^	8^^ 5 0	ste?
3720	665^o	6^o 6 5	vorst
3721	158^_	^_ 1 5 8	
3722	77^o	7^o 7	stana
3723	254^CircleWithHorizontalBar	^_ 2^+ 5 4	welke
3724	16	1 6	daar
3725	422^o	4^o 2 2	toc/toe?
3726	293^CircleWithHorizontalBar	2^+ 9^_ 3	zoude?
3727	674	6 7 4	n
3728	831^_	8 3^_ 1	meet
3729	86	8 6	en
3730	"753^"""	7^'' 5 3	
3731	158	1 5 8	en
3732	736^o	7^o 3 6	
3733	952^_	9 5^_ 2	onder
3734	"369^"""	3^'' 6 9	anderen
3735	"574^"""	5^'' 7 4	by
3736	34	3 4	den
3737	68^_	6 8^_	heer
3738	922	9 2 2	
3739	158	1 5 8	en
3740	114^^	1^^ 1 4	het
3741	781	7 8 1	geheel
3742	37^^	3^^ 7	e
3743	17^_	1^_ 7^_	
3744	380	3 8 0	van
3745	450	4 5 0	p
3746	"128^"""	1^'' 2 8	al'
3747	4^CircleWithHorizontalBar	4^+	t
3748	17^o	1 7^o	z
3749	213^o	2 1^o 3	
3750	381	3 8 1	b
3751	883^^	8^^ 8 3	rug
3752	569	5 6 9	gen
3753	29^CircleWithHorizontalBar	2^+ 9^_	
3754	39^^	3^^ 9	men
3755	18^o	1^o 8	d
3756	"368^"""	3^'' 6 8	an
3757	641	6 4 1	
3758	106^^	1 0^^ 6	d
3759	86	8 6	en
3760	206^CircleWithHorizontalBar	2^+ 0^_ 6	zig
3761	227^o	2^o 2 7	ver
3762	46^CircleWithHorizontalBar	4^+ 6^_	zeker?
3763	4^CircleWithHorizontalBar	4^+	t
3764	939	9 3 9	
3765	743	7 4 3	dak?
3766	"59^"""	5^'' 9	als
3767	114^^	1^^ 1 4	het
3768	715	7 1 5	beid
3769	37^^	3^^ 7	e
3770	13^_	1 3^_	hot
3771	380	3 8 0	van
3772	289^o	2^o 8 9	V
3773	526^^	5^^ 2 6	ra
3774	869^^	8^^ 6 9	n
3775	413^^	4^^ 1 3	k
3776	884^^	8^^ 8 4	rÿk
3777	152^_	1^_ 5^_ 2^_	het geene?
3778	784	7 8 4	gelÿk
3779	7	7	te
3780	731^o	7^o 3 1	voor
3781	86	8 6	en
3782	123^CircleWithHorizontalBar	1^_ 2^+ 3	zeggen
3783	140^_	^_ 1^_ 4^_ 0	hebbe
3784	198^o	1^o 9 8	tot
3785	153^_	1^_ 5^_ 3^_	hier
3786	158	1 5 8	en
3787	422^o	4^o 2 2	toc/toe?
3788	"728^"""	7^'' 2 8	by zonder
3789	406^^	4^^ 0 6	politique
3790	761^^	7^^ 6 1	
3791	86^_	^_ 8 6	
3792	673^o	6^o 7 3	vreez
3793	143^_	1^_ 4^_ 3^_	heeft
3794	851	8 5 1	
3795	25^^	2^^ 5	om
3796	206^CircleWithHorizontalBar	2^+ 0^_ 6	zig
3797	34^_	3 4^_	
3798	26	2 6	de
3799	737^o	7 3^o 7	bewuste
3800	42^CircleWithHorizontalBar	4 2^+	zaak
3801	380^_	^_ 3 8 0	krÿgen?
3802	381	3 8 1	b
3803	37^^	3^^ 7	e
3804	748	7 4 8	ÿ
3805	196	1 9 6	er
3806	86	8 6	en
3807	34^_	3 4^_	
3808	226	2 2 6	
3809	380	3 8 0	van
3810	15^_	1^_ 5^_	
3811	117^^	1^^ 1 7	w
3812	78	7 8	
3813	777^_	7^_ 7^_ 7	nict?
3814	7	7	te
3815	309^_	3^_ 0^_ 9	laaten
3816	158	1 5 8	en
3817	434^o	4^o 3 4	tre
3818	583^CircleWithHorizontalBar	5^+ 8^_ 3	s
3819	674	6 7 4	n
3820	80	8 0	eeron
3821	331^_	3 3^_ 1	maar
3822	525^o	5^o 2 5	veel
3823	572^_	5^_ 7^_ 2	meer
3824	26	2 6	de
3825	"104^"""	1^'' 0 4	aan
3826	924	9 2 4	het
3827	"969^"""	9^'' 6 9	
3828	773	7 7 3	gedaan
3829	37^^	3^^ 7	e
3830	738^^	7^^ 3 8	propositie F
3831	366^^	^_ 3^^ 6 6	op
3832	2	2	een
3833	198^_	1^_ 9^_ 8	g
3834	311	3 1 1	l
3835	261^_	2^_ 6^_ 1	
3836	450	4 5 0	p
3837	256^_	2^_ 5^_ 6	ige
3838	158	1 5 8	en
3839	405^^	4^^ 0 5	po
3840	311	3 1 1	l
3841	441^_	4^_ 4^_ 1	ite
3842	40^CircleWithHorizontalBar	4^+ 0^_	wÿze
3843	122^^	1^^ 2 2	ont
3844	18^o	1^o 8	d
3845	41^^	4^^ 1	u
3846	748	7 4 8	ÿ
3847	598^_	5^_ 9^_ 8	ken
3848	25	2 5	de
3849	952^_	9^_ 5^_ 2	onder
3850	26	2 6	de
3851	984	9 8 4	hand
3852	34^_	3^_ 4^_	
3853	113	1 1 3	der
3854	344^o	3^o 4 4	tÿd
3855	143^_	1^_ 4^_ 3	heeft
3856	550	5 5 0	ge
3857	505^o	5^o 0 5	tragt?
3858	25^^	2^^ 5	om
3859	26	2 6	de
3860	366^^	3^^ 6 6	op
3861	180^^	1^^ 8 0	pos
3862	593^_	5^_ 9^_ 3^_	idee?
3863	254^CircleWithHorizontalBar	2 5^+ 4	welke
3864	26	2 6	de
3865	376^_	3^_ 7^_ 6	koning
3866	380	3 8 0	van
3867	563^^	5^^ 6 3	p
3868	788^^	7^^ 8 8	r
3869	719^^	7^^ 1 9	u
3870	748	7 4 8	ÿ
3871	940^^	9^^ 4 0	ss
3872	"514^"""	5^'' 1 4	chi
3873	674	6 7 4	n
3874	184^o	1^o 8 4	tegen
3875	583^CircleWithHorizontalBar	5^+ 8^_ 3	s
3876	114^^	1 1^^ 4	het
3877	"487^"""	4^'' 8 7	bew
3878	691^o	6^o 9 1	us
3879	7	7	te
3880	34^^	3^^ 4	r
3881	41^^	4^^ 1	u
3882	748	7 4 8	ÿ
3883	311	3 1 1	l
3884	114^_	1^_ 1^_ 4^_	ing[en]
3885	186^^	1 8^^ 6	s
3886	256^CircleWithHorizontalBar	2 5^+ 6	werk
3887	760	7 6 0	form
3888	391	3 9 1	eerde
3889	7	7	te
3890	299	2 9 9	
3891	440^_	4 4^_ 0^_	is
3892	80	8 0	eeron
3893	158	1 5 8	en
3894	414^o	4^o 1 4	ten
3895	"968^"""	9^'' 6 8	dien
3896	181	1 8 1	einde?
3897	550	5 5 0	ge
3898	"751^"""	7^'' 5 1	con
3899	12	1 2	ni
3900	89	8 9	s
3901	750	7 5 0	cerd
3902	143^_	1^_ 4^_ 3	heeft
3903	"104^"""	1 0^'' 4	aan
3904	26	2 6	de
3905	609^o	6^o 0 9	uit
3906	576^o	5^o 7 6	voer
3907	114^_	1^_ 1^_ 4^_	ing[en]
3908	380	3 8 0	van
3909	114^^	1 1^^ 4	het
3910	450	4 5 0	p
3911	311	3 1 1	l
3912	"368^"""	3^'' 6 8	an
3913	253^CircleWithHorizontalBar	2^+ 5^_ 3	weg
3914	191	1 9 1	ens
3915	25	2 5	de
3916	18^o	1^o 8	d
3917	609^o	6^o 0 9	uit
3918	583^CircleWithHorizontalBar	5^+ 8^_ 3	s
3919	"514^"""	5^'' 1 4	chi
3920	"150^"""	1 5^'' 0	as?
3921	61^o	6^o 1	so
3922	"745^"""	7^'' 4 5	ci
3923	"227^"""	2^'' 2 7	atic?
3924	245^CircleWithHorizontalBar	2^+ 4 5	weerom
3925	380	3 8 0	van
3926	253^CircleWithHorizontalBar	2^+ 5 3	weg
3927	191	1 9 1	ens
3928	563^^	5^^ 6 3	p
3929	788^^	7^^ 8 8	r
3930	719^^	7^^ 1 9	u
3931	748	7 4 8	ÿ
3932	940^^	9^^ 4 0	ss
3933	"514^"""	5^'' 1 4	chi
3934	503^_	5^_ 0^_ 3	n
3935	889^_	8^_ 8^_ 9	van den
3936	"163^"""	1^'' 6 3	begin
3937	6	6	ne
3938	"199^"""	1^'' 9 9	af
3939	"104^"""	1^'' 0 4	aan
3940	15^_	1^_ 5^_	
3941	289^o	2 8^o 9	V
3942	526^^	5^^ 2 6	ra
3943	869^^	8^^ 6 9	n
3944	413^^	4^^ 1 3	k
3945	884^^	8^^ 8 4	rÿk
3946	498^^	4^^ 9 8	prealable
3947	404^_	4^_ 0^_ 4	lijk
3948	367^^	3^^ 6 7	open
3949	114^_	1^_ 1^_ 4^_	ing[en]
3950	773	7 7 3	gedaan
3951	21^CircleWithHorizontalBar	2^+ 1^_	was
3952	109^^	1^^ 0 9	met
3953	34^_	3 4^_	
3954	89	8 9	s
3955	365^_	3^_ 6^_ 5	it
3956	"227^"""	2^'' 2 7	atic?
3957	158	1 5 8	en
3958	227^o	2^o 2 7	ver
3959	135^CircleWithHorizontalBar	1^+ 3^_ 5	zock
3960	51^CircleWithHorizontalBar	5^+ 1^_	zelfs
3961	743	7 4 3	dak?
3962	924	9 2 4	het
3963	13^_	1^_ 3^_	hot
3964	380	3 8 0	van
3965	289^o	2^o 8 9	V
