203	1108	ge	H
204	257	ici	H
205	966	pour	H
206	197	que	H
207	835	en	H
208	54	ar	H
209	579	ri	H
210	464	vant	H
211	138	à	H
212	232	petersbourg	H
213	1088	il	H
214	975	puis	H
215	1127	se	H
216	847	faire	H
217	663	vei	H
218	1199	il	M
219	1145	ler	H
220	402	à	H
221	10	sa	H
222	1001	conduite	H
223	13	.	H
224	105	on	H
225	938	a	M
226	138	pris(?)	?
227	432	(pris)	?
228	310	et	H
229	1001	conduit	H
230	402	à	H
231	521	du	H
232	141	n	H
233	581	k	M
234	998	er	M
235	197	que	H
236	645	un	H
237	551	vaisseau	H
238	294	hollandois	M
239	695	nom	M
240	208	mé	M
241	380	les	H
242	237	cinq	M
243	1007	fre	M
244	1116	res	M
245	729	ca	H
246	460	pi	H
247	172	ta	M
248	140	i	M
249	134	ne	M
250	395	ja	M
251	579	ri	M
252	367	g	?
253	381	ha	?
254	138	?	?
255	289	tes	M
256	380	les	H
257	64	pro	H
258	432	pri	H
259	10305	é	M
260	1008	taires	H
261	310	et	H
262	380	les	H
263	284	inter	H
264	1135	ressés	H
265	138	à	H
266	828	ce	H
267	551	vaisseau	H
268	1068	sont	H
269	1109	gens	H
270	548	con	H
271	701	si	H
272	72	dé(rables)	M
273	1045	un	M
274	219	de	H
275	833	ces	H
276	53	der	M
277	1075	niers	M
278	638	entr'autres	M
279	137	est	H
280	1045	un	M
281	91	homme	M
282	1044	qui	H
283	402	a	H
284	645	une	H
285	340	très	M
286	619	grande	M
287	709	in	M
288	1004	flu	M
289	450	ence	M
290	835	en	H
291	562	fri	M
292	1127	se	M
293	310	et	H
294	1044	qui	H
295	835	en	H
296	849	fait	H
297	878	le	H
298	688	meil	H
299	760	leur	H
300	1014	usage	H
301	13	.	H
302	1152	per	H
303	167	met	H
304	289	tez	H
305	727	moi	H
306	219	de	H
307	569	vous	H
308	432	pri	H
309	1179	er	H
310	227	d'	H
311	835	en	H
312	377	par	H
313	487	ler	H
314	402	à	H
315	196	M	H
316	219	de	H
317	827	mo	H
318	955	ra	H
319	250	s	H
320	310	et	H
321	219	de	H
322	889	lui	H
323	985	dire	H
324	197	que	H
325	1159	si	H
326	1041	comme	H
327	380	les	H
328	64	pro	H
329	432	pri	H
330	310	é(et?)	?
331	1008	taires	M
332	1028	l'	H
333	1122	assu	M
334	435	rent	M
335	1016	cette	H
336	432	pri	H
337	891	se	H
338	141	n	H
339	137	est	H
340	943	pas	H
341	2	va	H
342	1148	li	H
343	1018	dée	H
344	1199	il	H
345	239	se	H
346	1162	roit	H
347	402	à	H
348	887	désir	H
349	1179	er	H
350	197	que	H
351	878	le	H
352	704	con	H
353	800	seil	H
354	432	pri(des)	M
355	1135	ses	M
356	1057	ter	M
357	725	mi	M
358	807	nât	M
359	193	prom	M
360	240	ptement	M
361	1016	cette	H
362	728	af	H
363	1151	faire	H
364	768	parce(que)	M
365	828	ce	M
366	729	cas	H
367	583	la	H
368	1018	de	H
369	210	ten	M
370	1078	tion	H
371	521	du	H
372	551	vaisseau	H
373	310	et	H
374	219	de	H
375	1068	son	H
376	187	é	H
377	1044	qui	H
378	853	pa	H
379	1108	ge	H
380	885	des	H
381	320	obli	H
382	1134	ge	H
383	923	roit	H
384	1044	qui(ceux)	M
385	873	s'y	H
386	284	inter	H
387	792	ressent	H
388	310	et	H
389	248	fe	H
390	1162	roit	H
391	139	plai	H
392	140	i	M
393	1159	si	M
394	574	r	?
395	402	à	H
396	1105	nos	H
397	1003	ad	H
398	681	ver	H
399	10	sa	H
400	1096	i	M
401	1084	res	M
402	107	(end)	?
403	119	(end)	?
