840	362	à	H	10
841	920	bo	M	10
842	859	ut	M	10
843	1018	de	H	10
844	1001	conduire	H	10
845	460	pi	H	10
846	839	chon	M	10
847	588/0?	,	?	10
848	362	à	H	10
849	1148	li	H	10
850	1021	e	H	10
851	1108	ge	H	10
852	1088	il	H	10
853	1127	se	H	10
854	239	ser	H	10
855	685	vi	H	10
856	955	ra	H	10
857	521	du	H	10
858	1067	pretexte	M	10
859	276	d'	H	10
860	1095	examine	M	10
861	992	r	H	10
862	879	nos	?	10
863	42?1	demarche	?	10
864	593	et	H	10
865	219	de	H	10
866	749	donne	H	10
867	993	r	?	10
868	329	avis	H	11
869	202	à	H	11
870	424	Hanover	M	11
871	219	de	H	11
872	758	tout	H	11
873	828	ce	H	11
874	31	que	H	11
875	927	nous	H	11
876	884	fe	H	11
877	874?	r	?	11
878	911	ons	?	11
879	1041	comme	H	11
880	1088	il	H	11
881	54	ar	H	11
882	579	ri	H	11
883	663	ve	H	11
884	772	sou	?	11
885	984	vent_qu'on	?	11
886	134	ne	H	11
887	945	peut	H	11
888	943	pas	H	11
889	951	pas	?	11
890	239	ser	?	11
891	257	ici	H	11
892	306	par	H	11
893	380	les	H	11
894	650	vent	H	11
895	797	s	H	11
896	276	d'	H	11
897	838	Est	M	11
898	593	et	H	11
899	219	de	H	11
900	909	No	M	11
901	99?2	rd	?	11
902	276	d'	H	11
903	838	Est	M	11
904	593	et	H	11
905	31	que	H	11
906	833	ces	H	11
907	68?0	vent	?	11
908	797	s	H	11
909	134	n'	H	11
910	479	em	?	11
911	435	pechent	?	11
912	943	pas	H	11
913	276	d'	H	11
914	54	ar	H	11
915	579	ri	H	11
916	684	ver	H	11
917	362	à	H	11
918	84?2	Os	?	11
919	210	ten	?	11
920	1018	de	H	11
921	1088	il	H	11
922	245	m'	H	11
923	327	ecri	H	11
924	955	ra	H	11
925	306	par	H	11
926	1016	cette	H	11
927	53	voy	?	11
928	373	e	?	11
929	835	en	H	11
930	779	droi	?	11
931	570	ture	?	11
932	1021	.	?	11
933	516	j'	H	11
934	329	avis	H	11
935	1021	e	H	11
936	955	ra	H	11
937	140	i	H	11
938	196	M	H	11
939	276	d'	H	11
940	739	Au	M	11
941	79	bi	M	11
942	819	gni	M	11
943	362	à	H	11
944	1148	li	H	11
945	1021	e	H	11
946	1108	ge	H	11
947	835	en	H	11
948	565	meme	H	11
949	590	tems	H	11
950	31	que	H	11
951	516	j'	H	11
952	739	au	H	11
953	955	ra	H	11
954	516	i	?	11
955	582	l'	H	11
956	875	honneur	H	11
957	219	de	H	11
958	569	vous	H	11
959	847	faire	H	11
960	306	par	H	11
961	787	t	H	11
962	885	des	H	11
963	98	nouvelle	H	11
964	219	de	H	11
965	582	l'	H	12
966	147	Italien	H	12
967	1159	si	H	12
968	569	vous	H	12
969	878	le	H	12
970	683	trouvez	M	12
971	1114	bon	M	12
972	13	.	H	12
973	105	null	M	12
974	23	je	H	12
975	569	vous	H	12
976	73?2	ai	?	12
977	452	envoyé	H	12
978	429	avan	H	12
979	922	thi	H	12
980	1179	er	H	12
981	645	une	H	12
982	909	no	H	12
983	556	te	M	12
984	899	sur	H	12
985	645	un	H	12
986	695	nom	M	12
987	208	mé	H	12
988	583	la	H	12
989	949	com	H	12
990	77	be	M	12
991	23	je	H	12
992	766	crois	H	12
993	572	qu'il	H	12
994	635	faut	H	12
995	779	droit	?	12
996	134	ne	H	12
997	847	faire	H	12
998	1133	aucune	M	12
999	966	pour	H	12
1000	1194	sui	?	12
1001	787	te	H	12
1002	858?	?	?	12
1003	899	sur	H	12
1004	828	ce	H	12
1005	1044	qui	H	12
1006	578	le	?	12
1007	1017	re	H	12
1008	282	garde	H	12
1009	429	avan	H	12
1010	276	d'	H	12
1011	631	avoir	H	12
1012	460	pi	H	12
1013	839	chon	H	12
1014	5/680	,	H	12
1015	1151	parce_que	?	12
1016	829	celui	H	12
1017	841	ci	M	12
1018	966	pour	H	12
1019	1134	roit	H	12
1020	797	s'	H	12
1021	60	ef	H	12
1022	58	fa	?	12
1023	874	ro	?	12
1024	527	u	?	12
1025	50	che	H	12
1026	992	r	H	12
1027	1159	si	H	12
1028	1088	il	H	12
1029	49	a	H	12
1030	1164	pre	H	12
1031	909	no	H	12
1032	898	it	H	12
1033	31	que	H	12
1034	583	la	H	12
1035	949	com	H	12
1036	77	be	H	12
1037	362	a	H	12
1038	896	dis	M	12
1039	853	pa	H	12
1040	742	ru	H	12
1041	593	et	H	12
1042	1088	il	H	12
1043	838	est	H	12
1044	362	à	H	12
1045	1164	pre	H	12
1046	495	su	M	12
1047	689	mer	H	12
1048	31	que	H	12
1049	460	pi	H	12
1050	839	chon	H	12
1051	580	,	H	12
1052	362	a	H	12
1053	946	plus	H	12
1054	276	d'	H	12
1055	645	un	H	12
1056	38	correspondant	M	12
1057	13	.	H	12
1058	105	null	M	12
1059	582	l'	H	12
1060	86	Ambassadeur	?	12
1061	276	d'	H	12
1062	613	Espagne	M	12
1063	202	a	H	12
1064	466	dépêché	M	12
1065	922	hi	H	13
1066	1179	er	H	13
1067	645	un	H	13
1068	937	courrier	H	13
1069	966	pour	H	13
1070	853	pa	H	13
1071	579	ri	H	13
1072	797	s	H	13
1073	23	je	H	13
1074	134	ne	H	13
1075	10	sa	H	13
1076	1099	is	H	13
1077	362	à	H	13
1078	979	quel	H	13
1079	1072	sujet	M	13
1080	13	.	H	13
1081	107	null	M	13
