0	516	J'	H
1	327	écris	H
2	1025	aujourd'hui	H
3	202	à	H
4	196	M	H
5	219	de	H
6	472	Ha	M
7	787	t	M
8	398	ze	M
9	582	l	M
10	1045	comme	M
11	569	vous	H
12	202	me	?
13	582	l'	H
14	189	ordon	M
15	797	nez	M
16	888	mais	H
17	23	je	H
18	766	crois	H
19	572	qu'il	H
20	580	n'	H
21	739	au	H
22	955	ra	M
23	1019	rien	H
24	202	à	H
25	927	nous	H
26	1017	re	H
27	663	ve	H
28	1145	ler	H
29	31	que	H
30	219	de	H
31	2	va	M
32	1142	gue	M
33	23	je	H
34	1194	suis	H
35	763	persuadé	M
36	31	que	H
37	582	l'	H
38	91	homme	M
39	633	dont	H
40	1088	il	?
41	927	nous	H
42	377	parle	H
43	580	n'	H
44	838	est	H
45	638	autre	M
46	747	chose	M
47	31	que	H
48	878	le	H
49	632	Comte	M
50	276	d'	M
51	570	Ur	M
52	626	vo	M
53	996	y	M
54	938	On	M
55	580	n'	H
56	362	a	H
57	948	point	H
58	837	encore	M
59	835	en	H
60	210	ten	M
61	521	du	H
62	377	parl	H
63	992	er	M
64	219	de	H
65	889	lui	H
66	768	dans	H
67	828	ce	H
68	455	Païs	H
69	13	.	H
70	105	Les?	?
71	380	les	M
72	1130	br	M
73	898	uit	M
74	797	s	M
75	219	de	H
76	582	l'	H
77	12	augmentation	M
78	1018	de	M
79	1057	Ter	?
80	1017	re	?
81	1017	re	?
82	1164	p(r)	?
83	580	n	?
84	134	nent	M
85	435	vi	M
86	685	?	?
87	663	ve	M
88	308	ment	H
89	1018	de	H
90	975	puis	H
91	429	avan	M
92	922	t	?
93	1179	hier	?
94	739	au	H
95	192	soir	M
96	1096	soir	M
97	202	à	H
98	835	en	H
99	766	croire	H
100	878	le	H
101	540	public	M
102	834	elle	M
103	2	va	H
104	844	être	M
105	337	déterminée	M
106	516	J'	H
107	732	ai	H
108	383	lieu	M
109	979	qu'Elle	M
110	134	ne	H
111	878	le	H
112	1127	se	H
113	955	ra	H
114	94	pas	M
115	1159	si	M
116	757	tôt	M
117	13	.	H
118	119	?	?
119	1041	Comme	H
120	196	M	H
121	488	Reischach	M
122	202	a	H
123	583	la	H
124	1152	per	M
125	725	mis	M
126	1042	sion	H
127	219	de	H
128	10	sa	H
129	764	Cour	H
130	219	de	H
131	1164	pres	M
132	797	s	M
133	239	er	M
134	946	plus	H
135	942	ou	M
136	827	moi	M
137	868	ns	M
138	583	la	H
139	780	demande	H
140	521	du	H
141	1127	se	H
142	935	cours	M
143	865	j'ai	H
144	1047	cru	M
145	895	devoir	M
146	889	Lui	H
147	704	conseill	M
148	992	er	H
149	219	de	H
150	1046	voir	M
151	380	les	H
152	224	Ministres	M
153	966	pour	H
154	399	leur	M
155	780	demand	H
156	992	er	H
157	362	à	H
158	573	quoi	H
159	1016	cette	H
160	728	affaire	M
161	835	en	H
162	842	étoit	M
163	616	Cela	M
164	362	a	H
165	553	produit	M
166	828	ce	H
167	31	que	H
168	516	j'	M
169	835	en	H
170	618	espé	M
171	934	rois	M
172	225	c'	M
173	838	est	H
174	202	à	H
175	985	dire	H
176	219	de	H
177	582	l'	H
178	1050	embarras	H
179	593	et	H
180	758	tout	H
181	1050	embarras	H
182	838	est	H
183	645	un	M
184	805	moyen	H
185	662	leur	M
186	219	de	H
187	1017	re	H
188	591	tar	M
189	1179	der	M
190	593	et	H
191	483	quelque	M
192	706	fois	M
193	565	même	M
194	276	d'	M
195	831	a	M
196	1021	né	M
197	831	an	M
198	857	tir	M
199	380	les	H
200	970	Projets	M
201	1044	qui	H
202	966	pour	H
203	1118	roient	M
204	927	nous	H
205	1108	gê	H
206	693	ner	M
207	583	La	H
208	273	Cour	M
209	1043	Vienne	H
210	202	a	H
211	645	?	?
212	101	?	?
213	835	en	H
214	517	main	M
215	219	de	H
216	573	quoi	H
217	380	les	H
218	1017	re	H
219	1056	te	M
220	306	nir	M
221	380	les	?
222	741	questions	M
223	979	qu'Elle	M
224	945	peut	M
225	161	a	H
226	1057	giter	M
227	899	sur	H
228	380	les	H
229	765	Places	H
230	219	de	H
231	583	la	H
232	703	Barrière	M
233	593	et	H
234	899	sur	H
235	758	tout	H
236	899	sur	H
237	582	l'	H
238	321	oc	M
239	750	cu	M
240	853	pa	M
