241	1078	tion	H
242	219	de	H
243	807	Na	H
244	416	mu	H
245	992	r	H
246	481	Dai	?
247	516	gn	?
248	912	e	?
249	797	z	?
250	569	vous	H
251	955	ra	H
252	576	p	M
253	954	pel	M
254	582	l	?
255	1145	ler	M
256	828	ce	H
257	31	que	H
258	865	j'ai	H
259	470	eu	M
260	582	l'	H
261	875	honneur	H
262	219	de	H
263	569	vous	H
264	835	en	H
265	985	dire	H
266	888	mais	H
267	1041	comme	H
268	828	ce	H
269	805	moyen	H
270	838	est	H
271	340	très	M
272	1018	dé	M
273	1148	li	M
274	729	ca	M
275	787	t	H
276	23	je	H
277	766	crois	H
278	572	qu'il	H
279	635	faut	M
280	966	pour	H
281	582	l'	H
282	1013	employ	M
283	992	er	M
284	219	de	H
285	832	con	M
286	736	cer	M
287	787	t	H
288	740	avec	M
289	1043	Vienne	H
290	1131	at	M
291	210	ten	M
292	142	dre	M
293	31	que	H
294	583	la	H
295	1018	dé	H
296	1148	li	H
297	729	ca	H
298	289	tes	M
299	1127	se	H
300	521	du	H
301	827	mo	M
302	308	ment	H
303	927	nous	H
304	996	y	H
305	832	con	H
306	521	du	H
307	140	i	M
308	1127	se	M
309	47	car	M
310	1088	il	M
311	966	pour	H
312	1134	roit	H
313	54	ar	H
314	579	ri	H
315	684	ver	H
316	582	l'	H
317	1093	événement	H
318	878	le	H
319	946	plus	H
320	433	singulier	M
321	1044	qui	H
322	1127	se	H
323	1134	roit	H
324	31	que	H
325	582	l'	H
326	1093	[événement: slip]	?
327	878	le	H
328	946	plus	H
329	48	[struck]	?
330	433	singulier	H
331	1044	qui	H
332	1127	se	H
333	1134	roit	H
334	31	que	H
335	582	l'	H
336	711	Impératrice	M
337	739	au	H
338	1134	roit	H
339	389	mal	M
340	824	gré	M
341	835	Elle	?
342	645	une	M
343	130	Guar	M
344	992	ni	?
345	907	zon	?
346	1068	zon	?
347	431	?	?
348	768	dans	H
349	645	une	M
350	219	de	H
351	833	ces	H
352	765	Places	H
353	380	les	H
354	946	plus	H
355	1103	fortes	M
356	31	que	H
357	833	ces	H
358	431	é	?
359	49	tran	?
360	64	gers	?
361	685	appro(vi)	M
362	1042	sion	M
363	134	nent	M
364	435	am	?
365	216	ple	?
366	864	ment	?
367	308	ment	H
368	219	de	H
369	758	tout	H
370	72	.	M
371	1041	Comme	H
372	23	je	H
373	134	ne	H
374	1194	suis	H
375	607	instruit	M
376	898	instruit	M
377	219	de	H
378	1019	rien	H
379	23	je	H
380	134	ne	H
381	945	puis	H
382	31	que	H
383	569	vous	H
384	690	mettre	M
385	1069	sous	M
386	380	les	H
387	996	y	H
388	470	eux	M
389	645	une	H
390	350	idée	M
391	219	de	H
392	828	ce	H
393	1044	qui	H
394	945	peut	M
395	54	ar	H
396	579	ri	H
397	684	ver	H
398	13	.	H
399	23	Je	H
400	134	ne	H
401	945	puis	H
402	766	croire	H
403	31	que	H
404	828	ce	H
405	455	Païs	H
406	818	manque	M
407	219	de	H
408	154	raison	M
409	739	au	H
410	948	point	H
411	219	de	H
412	202	vouloir?	?
413	797	s'	M
414	1071	engag	M
415	992	er	H
416	593	et	H
417	123	augment	M
418	992	er	H
419	380	les	H
420	882	troubles	M
421	1044	qui	H
422	161	a	H
423	210	gitent	M
424	582	l'	H
425	845	Europe	M
426	888	mais	H
427	1159	si	H
428	616	cela	H
429	842	est	M
430	64	une	M
431	5	?	?
432	90	ex	M
433	696	pli	M
434	729	ca	M
435	1078	tion	H
436	240	prompte	M
437	899	sur	H
438	807	Na	H
439	416	mu	H
440	992	r	H
441	1127	se	H
442	1134	roit	H
443	946	plus	H
444	1084	essen	M
445	792	tie	M
446	516	?	?
447	834	lle	M
448	310	que	M
449	23	je	H
450	134	ne	H
451	945	peux	M
452	582	l'	H
453	90	ex	M
454	432	pri	M
455	689	mer	M
456	13	.	H
457	107	?	?
458	29	?	?
459	1116	?	?
