0	1088	il	H
1	838	est	M
2	54	arri	M
3	479	v	M
4	663	e	M
5	922	hi	H
6	1179	er	H
7	257	ici	H
8	645	un	M
9	937	courrier	H
10	219	de	H
11	196	Mr	H
12	1018	de	H
13	472	Ha	M
14	1017	ren	M
15	580	,	?
16	224	Ministre	H
17	219	de	H
18	583	la	H
19	171	Re	H
20	362	pu	M
21	1130	bli	M
22	1192	que	M
23	582	?	?
24	380	les	?
25	306	par	M
26	878	le	M
27	979	quel	M
28	828	ce	H
29	224	Ministre	H
30	749	donne	M
31	329	avis	M
32	219	de	H
33	583	la	H
34	6	ma	H
35	992	r	H
36	50	che	H
37	219	de	H
38	582	l'	H
39	821	Armee	H
40	521	du	H
41	1027	Roi	M
42	949	com	H
43	967	po	M
44	1127	se	M
45	1021	e	M
46	219	de	H
47	642	Nonante	M
48	477	Mille	M
49	91	hommes	M
50	1016	cette	H
51	98	nouvelle	H
52	362	a	M
53	276	d	H
54	362	a	M
55	920	bo	M
56	992	r	H
57	276	d	H
58	1111	al	M
59	583	la	H
60	992	r	H
61	20	me	M
62	493	et	M
63	483	quelques	H
64	171	Re	H
65	1068	pu?	?
66	11	blicains?	?
67	760	sont venus?	?
68	208	me	H
69	780	demande	M
70	992	r	M
71	1159	si	H
72	23	je	H
73	878	le	H
74	1124	savois	H
75	23	je	H
76	380	les	H
77	732	ai	H
78	1122	assure	M
79	31	que	H
80	929	non	M
81	593	et	M
82	943	pas?	?
83	219	de	H
84	208	me	H
85	690	mettre	M
86	8	en	M
87	35	etat	M
88	1184	?	?
89	219	de	H
90	909	no	M
91	588	ti	M
92	986	fi	H
93	1179	er	H
94	739	aux	M
95	224	Ministres	H
96	219	de	H
97	583	la	H
98	171	Re(publique)	H
99	583	la	H
100	6	ma	H
101	99	r	M
102	50	che	H
103	229	de	M
104	1016	cette	H
105	821	armee	H
106	593	et	H
107	219	de	H
108	958	temoi	M
109	992	gne-r	M
110	835	en	M
111	565	meme	M
112	590	tems	M
113	362	a	M
114	299	?	?
115	22	Sa?	?
116	362	a	?
117	399	leur	?
118	1021	e	?
119	28	gard	?
120	865	j'ai	H
121	1	ajou	M
122	31	te(que)	?
123	1159	si	H
124	878	le	H
125	937	courrier	H
126	31	que	H
127	546	j'	M
128	1131	attendois	M
129	210	m'	M
130	745	?	?
131	245	?	?
132	835	en	?
133	49	?	?
134	950	?	?
135	936	?	?
136	583	la	H
137	95	nouvelle	M
138	516	j'	?
139	835	en	M
140	884	fe	M
141	1126	rois	M
142	306	par	H
143	787	t	M
144	899	sur	M
145	878	le	H
146	113	champ	M
147	245	null?	?
148	576	?	?
149	593	et	H
150	31	que	H
151	1159	si	H
152	569	vous	H
153	134	ne	H
154	208	me	H
155	878	le	H
156	897	mar	M
157	1087	quiez	M
158	943	pas	H
159	938	on	M
160	968	pouvoit	M
161	949	com	H
162	576	p	M
163	1057	ter	M
164	34	que	M
165	1016	cette	H
166	98	nouvelle	H
167	580	?	?
168	842	ne	M
169	989	?	?
170	853	etoit	M
171	134	?	?
172	739	?	?
173	521	du	H
174	851	parti	M
175	414	anglois	H
176	966	pour	H
177	1111	al	M
178	856	te	M
179	1017	re	M
180	992	r	M
181	925	notre	M
182	1101	con	M
183	416	fi	?
184	66	ance	M
185	834	mutuelle	M
186	888	mais	H
187	546	j'	H
188	618	espe	M
189	934	rois	M
190	31	que	H
191	1164	l'	?
192	580	on	?
193	835	n'en	M
194	1127	se	M
195	1134	roit	H
196	583	la	H
197	521	du	H
198	576	p	M
199	954	pe	M
200	13	.	H
201	5	Vous	M
202	1189	juge	M
203	797	null	?
204	196	Mr	H
205	949	com	H
206	611	bien	H
207	1088	il	H
208	835	est	?
209	640	important	M
210	31	que	H
211	23	je	H
212	192	sois	M
213	1099	in?	?
214	607	stru?	?
215	698	it?	?
216	219	de	H
217	1114	bonne	M
218	295	heure	M
219	219	de	H
220	758	tout	M
221	828	ce	H
222	31	que	H
223	22	Sa Majeste	?
224	1189	juge	M
225	955	ra	M
226	895	devoir	M
227	844	etre	M
228	333	communique	M
229	257	ici	H
230	13	.	H
231	104	?	?
232	105	?	?
233	196	Mr	H
234	45	Bu	H
235	992	r	H
236	900	din	H
237	580	,	M
