0	23	Je	H
1	134	ne	H
2	94	peux	M
3	208	me	H
4	896	dis	H
5	307	pen	M
6	992	ser	M
7	219	de	H
8	569	vous	H
9	847	faire	H
10	306	par	H
11	787	t	H
12	276	d'	H
13	645	un	H
14	1130	br	H
15	898	uit	H
16	192	so	M
17	570	ur	H
18	276	d	H
19	1044	qui	H
20	797	s'	H
21	838	est	H
22	1017	re	H
23	853	pa	H
24	580	n	H
25	521	du	H
26	257	ici	H
27	276	d'	H
28	645	une	H
29	183	preten	M
30	521	du	H
31	1021	e	H
32	64	pro	M
33	576	p	M
34	722	he	M
35	588	ti	H
36	1021	e	H
37	849	faite	M
38	306	par	H
39	645	un	H
40	91	homme	H
41	472	ha	H
42	79	bi	M
43	1077	tan	H
44	362	t	M
45	716	Ams	H
46	797	null	?
47	1857	ter	?
48	481	dam	H
49	245	null	?
50	1044	qui	H
51	835	en	H
52	896	dis	H
53	820	ant	M
54	202	a	H
55	196	Mr	H
56	787	T	H
57	629	ho	H
58	6	ma	H
59	797	s	H
60	629	ho	H
61	954	p	M
62	31	que	H
63	878	le	H
64	551	vaisseau	H
65	633	dont	H
66	1088	il	H
67	842	etoit	H
68	835	en	H
69	954	pe	M
70	516	i	?
71	134	ne	H
72	580	n'	H
73	631	avoit	H
74	948	point	H
75	842	ete	M
76	432	pri	H
77	306	par	H
78	380	les	H
79	414	Anglois	H
80	888	mais	H
81	572	qu'il	H
82	631	avoit	H
83	1152	per	H
84	996	i	M
85	362	a	M
86	234	tel	?
87	627	le	?
88	252	hau	?
89	447	teur/ajoute	?
90	1044	qu'il	?
91	1124	savoit	H
92	330	aussi	M
93	984	qu'on	M
94	895	devoit	M
95	1131	at	H
96	210	ten	H
97	1057	ter	H
98	739	aux	H
99	283	jours	M
100	219	de	H
101	22	Sa Majeste	H
102	878	le	H
103	781	15	M
104	219	de	H
105	828	ce	H
106	727	mois	M
107	23	Je	H
108	10	sa	H
109	570	ur	M
110	7	ai	?
111	32	null	?
112	885	des	M
113	1018	de	H
114	517	main	H
115	1159	si	H
116	1135	ces	M
117	316	propos	H
118	940	ont	H
119	842	ete	M
120	67	veritablement	M
121	210	ten	M
122	760	us	?
123	593	et	H
124	835	en	H
125	828	ce	H
126	729	cas	H
127	23	je	H
128	134	ne	H
129	1152	per	H
130	89	d	?
131	516	rai	?
132	943	pas	H
133	645	un	H
134	868	ins	M
135	1077	tan	H
136	362	t	M
137	780	demand	H
138	992	er	H
139	31	que	H
140	1016	cet	H
141	868	ins	H
142	835	en	H
143	1127	se	H
144	30	soit	H
145	835	en	H
146	248	fer	M
147	208	me	M
148	769	dans	M
149	583	la	H
150	888	mai	M
151	938	son	M
152	885	des	H
153	61	fou	M
154	760	s	M
155	13	.	H
