code,character,codepoint
2722,栖,U+6816
2723,栲,U+6832
2724,栳,U+6833
2725,桄,U+6844
2726,桫,U+686B
2727,桴,U+6874
2729,桶,U+6876
2730,桷,U+6877
2732,梃,U+6883
2733,梁,U+6881
2734,梅,U+6885
2735,梆,U+6886
2736,梏,U+688F
2737,梓,U+6893
2738,栀,U+6800
2739,梗,U+6897
2742,条,U+6761
2743,枭,U+67AD
2744,梢,U+68A2
2745,梧,U+68A7
2746,梨,U+68A8
2747,梭,U+68AD
2748,梯,U+68AF
2749,梱,U+68B1
2750,械,U+68B0
2751,棁,U+68C1
2752,梳,U+68B3
2753,梵,U+68B5
2756,桯,U+686F
2757,弃,U+5F03
2758,棉,U+68C9
2759,棋,U+68CB
2760,棍,U+68CD
2761,棒,U+68D2
2762,棕,U+68D5
2763,枨,U+67A8
2764,枣,U+67A3
2765,棘,U+68D8
2766,棚,U+68DA
2767,栋,U+680B
2768,棠,U+68E0
2769,棣,U+68E3
2770,栈,U+6808
2771,棫,U+68EB
2772,棬,U+68EC
2773,森,U+68EE
2774,棰,U+68F0
2775,楦,U+6966
2777,棹,U+68F9
2778,棺,U+68FA
2779,椁,U+6901
2780,棻,U+68FB
2781,棼,U+68FC
2783,椅,U+6905
2784,植,U+690D
2785,椎,U+690E
2786,椒,U+6912
2787,棐,U+68D0
2788,棓,U+68D3
2789,棱,U+68F1
2790,棨,U+68E8
2791,椐,U+6910
2792,椓,U+6913
2794,椰,U+6930
2795,椹,U+6939
2796,椽,U+693D
2797,椿,U+693F
2799,杨,U+6768
2800,枫,U+67AB
2801,楔,U+6954
2802,栉,U+6809
2806,楚,U+695A
2807,楞,U+695E
2808,楝,U+695D
2809,楠,U+6960
2810,榆,U+6986
2811,楢,U+6962
2812,楣,U+6963
2813,楫,U+696B
2814,业,U+4E1A
2815,楯,U+696F
2816,楮,U+696E
2817,极,U+6781
2818,楷,U+6977
2819,楹,U+6979
2822,槠,U+69E0
2823,桢,U+6862
2824,楩,U+6969
2825,楸,U+6978
2826,榔,U+6994
2827,榕,U+6995
2828,榖,U+6996
2829,榘,U+6998
2830,榛,U+699B
2831,榜,U+699C
2833,榧,U+69A7
2834,榨,U+69A8
2835,榫,U+69AB
2836,榭,U+69AD
2837,荣,U+8363
2838,榱,U+69B1
2839,榴,U+69B4
2840,榻,U+69BB
2841,榾,U+69BE
2842,槁,U+69C1
2843,槅,U+69C5
2844,槊,U+69CA
2845,构,U+6784
2846,槌,U+69CC
2847,枪,U+67AA
2848,槎,U+69CE
2849,槐,U+69D0
2854,榷,U+69B7
2855,榼,U+69BC
2856,樑,U+6A11
2858,椠,U+6920
2861,概,U+6982
2862,桨,U+6868
2863,槔,U+69D4
2864,槽,U+69FD
2865,槿,U+69FF
2866,桩,U+6869
2867,乐,U+4E50
2868,樊,U+6A0A
2869,楼,U+697C
2870,橦,U+6A66
2871,标,U+6807
2873,枢,U+67A2
2874,樟,U+6A1F
2875,模,U+6A21
2876,样,U+6837
2877,槥,U+69E5
2878,枞,U+679E
2880,樗,U+6A17
2882,檩,U+6AA9
2884,樵,U+6A35
2885,树,U+6811
2886,樽,U+6A3D
2887,樾,U+6A3E
2888,橄,U+6A44
2889,桡,U+6861
2890,桥,U+6865
2891,橐,U+6A50
2892,橙,U+6A59
2893,橛,U+6A5B
2895,橡,U+6A61
2897,横,U+6A2A
2898,樨,U+6A28
2899,柠,U+67E0
2900,椭,U+692D
2901,桦,U+6866
2903,檖,U+6A96
2904,橘,U+6A58
2905,檀,U+6A80
2906,柽,U+67FD
2907,檄,U+6A84
2908,檐,U+6A90
2909,档,U+6863
2910,桧,U+6867
2911,槚,U+69DA
2913,檠,U+6AA0
2914,检,U+68C0
2915,樯,U+6A2F
2916,檬,U+6AAC
2917,梼,U+68BC
2919,槟,U+69DF
2920,槛,U+69DB
2924,橹,U+6A79
2925,榈,U+6988
2927,椟,U+691F
2928,橼,U+6A7C
2929,栎,U+680E
2931,枥,U+67A5
2932,榇,U+6987
2933,棂,U+68C2
2934,栊,U+680A
2936,栏,U+680F
2937,樱,U+6A31
2938,权,U+6743
2940,栾,U+683E
2941,榄,U+6984
2943,柩,U+67E9
2944,欠,U+6B20
2945,次,U+6B21
2946,欣,U+6B23
2948,欲,U+6B32
2949,款,U+6B3E
2950,欷,U+6B37
2951,欹,U+6B39
2952,欺,U+6B3A
2953,钦,U+94A6
2955,歃,U+6B43
2956,歆,U+6B46
2957,歇,U+6B47
2959,歉,U+6B49
2960,歌,U+6B4C
2962,欧,U+6B27
2963,歔,U+6B54
2965,歙,U+6B59
2968,欤,U+6B24
2970,欢,U+6B22
2972,止,U+6B62
2973,正,U+6B63
2974,此,U+6B64
2975,步,U+6B65
2976,武,U+6B66
2977,歪,U+6B6A
2978,歧,U+6B67
2979,岁,U+5C81
2980,历,U+5386
2981,归,U+5F52
2982,钬,U+94AC
2983,歹,U+6B79
2984,死,U+6B7B
2985,殁,U+6B81
2987,殂,U+6B82
2988,殃,U+6B83
2989,殄,U+6B84
2990,殆,U+6B86
2991,殉,U+6B89
2992,殊,U+6B8A
2993,殍,U+6B8D
2994,殖,U+6B96
2995,残,U+6B8B
2996,殕,U+6B95
2997,殛,U+6B9B
2998,殒,U+6B92
2999,殇,U+6B87
3000,殚,U+6B9A
3002,殪,U+6BAA
3003,殓,U+6B93
3004,殡,U+6BA1
3005,歼,U+6B7C
3006,镓,U+9553
3007,殳,U+6BB3
3008,段,U+6BB5
3009,殷,U+6BB7
3010,杀,U+6740
3013,殿,U+6BBF
3014,毁,U+6BC1
3015,毅,U+6BC5
3016,殴,U+6BB4
3017,椵,U+6935
3018,母,U+6BCD
3019,毋,U+6BCB
3020,每,U+6BCF
3021,毒,U+6BD2
3022,毓,U+6BD3
3024,比,U+6BD4
3025,毖,U+6BD6
3026,毗,U+6BD7
3028,鲣,U+9CA3
3029,毛,U+6BDB
3030,毡,U+6BE1
3032,毫,U+6BEB
3034,毯,U+6BEF
3035,毳,U+6BF3
3036,牦,U+7266
3037,氅,U+6C05
3039,毹,U+6BF9
3042,氍,U+6C0D
3044,氏,U+6C0F
3045,氐,U+6C10
3046,民,U+6C11
3047,氓,U+6C13
3048,氯,U+6C2F
3049,气,U+6C14
3050,氛,U+6C1B
3052,氤,U+6C24
3053,氲,U+6C32
3054,浠,U+6D60
3055,水,U+6C34
3057,永,U+6C38
3058,氾,U+6C3E
3059,汁,U+6C41
3060,汀,U+6C40
3061,求,U+6C42
3063,汗,U+6C57
3064,污,U+6C61
3065,汛,U+6C5B
3066,汜,U+6C5C
3067,汝,U+6C5D
3068,江,U+6C5F
3069,池,U+6C60
3070,汊,U+6C4A
3071,汐,U+6C50
3072,汔,U+6C54
3073,汕,U+6C55
3074,汞,U+6C5E
3075,汨,U+6C68
3076,汪,U+6C6A
3077,汰,U+6C70
3078,汲,U+6C72
3079,汴,U+6C74
3080,汶,U+6C76
3081,汹,U+6C79
3083,汾,U+6C7E
3084,沁,U+6C81
3085,沂,U+6C82
3086,汽,U+6C7D
3087,沃,U+6C83
3088,沈,U+6C88
3089,沉,U+6C89
3090,沌,U+6C8C
3092,沐,U+6C90
3093,没,U+6CA1
3094,沔,U+6C94
3095,沖,U+6C96
3097,沙,U+6C99
3098,沚,U+6C9A
3099,沛,U+6C9B
3100,沆,U+6C86
3101,沓,U+6C93
3102,汩,U+6C69
3103,汭,U+6C6D
3104,沅,U+6C85
3106,沫,U+6CAB
3107,沮,U+6CAE
3108,沱,U+6CB1
3109,河,U+6CB3
3110,沸,U+6CB8
3111,油,U+6CB9
3112,治,U+6CBB
3113,沼,U+6CBC
3114,沽,U+6CBD
3115,沾,U+6CBE
3116,沿,U+6CBF
3117,洺,U+6D3A
3118,泄,U+6CC4
3119,泵,U+6CF5
3120,泅,U+6CC5
3121,泔,U+6CD4
3122,泆,U+6CC6
3123,泉,U+6CC9
3124,泊,U+6CCA
3125,泌,U+6CCC
3126,泓,U+6CD3
3127,法,U+6CD5
3128,泗,U+6CD7
3129,洩,U+6D29
3131,泛,U+6CDB
3132,泠,U+6CE0
3133,泡,U+6CE1
3134,波,U+6CE2
3135,泣,U+6CE3
3136,泥,U+6CE5
3137,注,U+6CE8
3138,泫,U+6CEB
3139,泯,U+6CEF
3140,泮,U+6CEE
3141,泰,U+6CF0
3142,泱,U+6CF1
3144,泳,U+6CF3
3145,沭,U+6CAD
3147,泐,U+6CD0
3148,泖,U+6CD6
3150,洄,U+6D04
3151,浐,U+6D50
3152,洋,U+6D0B
3153,浕,U+6D55
3154,洎,U+6D0E
3155,洒,U+6D12
3156,洗,U+6D17
3157,洛,U+6D1B
3158,浉,U+6D49
3159,洞,U+6D1E
3160,津,U+6D25
3161,洧,U+6D27
3162,汧,U+6C67
3163,洪,U+6D2A
3164,洫,U+6D2B
3165,洮,U+6D2E
3166,洲,U+6D32
3167,洱,U+6D31
3168,洳,U+6D33
3169,洵,U+6D35
3170,浈,U+6D48
3171,洸,U+6D38
3172,活,U+6D3B
3173,洼,U+6D3C
3174,洽,U+6D3D
3175,派,U+6D3E
3176,洨,U+6D28
3177,流,U+6D41
3178,洙,U+6D19
3179,洚,U+6D1A
3180,洹,U+6D39
3181,浙,U+6D59
3182,浚,U+6D5A
3183,浣,U+6D63
3184,浦,U+6D66
3185,浩,U+6D69
3186,浪,U+6D6A
3187,浮,U+6D6E
3188,浴,U+6D74
3189,海,U+6D77
3190,浸,U+6D78
3191,浃,U+6D43
3192,浬,U+6D6C
3193,泾,U+6CFE
3194,消,U+6D88
3195,涉,U+6D89
3196,淳,U+6DF3
3197,涓,U+6D93
3198,涔,U+6D94
3199,涕,U+6D95
3200,涞,U+6D9E
3201,涢,U+6DA2
3202,浡,U+6D61
3203,浜,U+6D5C
3204,浥,U+6D65
3205,涂,U+6D82
3206,涅,U+6D85
3207,湟,U+6E5F
3208,涑,U+6D91
3209,涯,U+6DAF
3210,液,U+6DB2
3211,涵,U+6DB5
3212,涸,U+6DB8
3214,涿,U+6DBF
3215,淅,U+6DC5
3216,淆,U+6DC6
3217,淇,U+6DC7
3218,淋,U+6DCB
3219,淑,U+6DD1
3220,渊,U+6E0A
3221,淘,U+6DD8
3222,淙,U+6DD9
3223,泪,U+6CEA
3224,淝,U+6DDD
3225,淡,U+6DE1
3226,淤,U+6DE4
3227,淦,U+6DE6
3228,浄,U+6D44
3229,沦,U+6CA6
3230,淫,U+6DEB
3231,淬,U+6DEC
3232,淮,U+6DEE
3233,浛,U+6D5B
3234,深,U+6DF1
3235,菏,U+83CF
3236,混,U+6DF7
3237,清,U+6E05
3238,淹,U+6DF9
3239,浅,U+6D45
3240,添,U+6DFB
3241,涎,U+6D8E
3242,涪,U+6DAA
3243,涴,U+6DB4
3244,淀,U+6DC0
3245,淄,U+6DC4
3246,涠,U+6DA0
3247,淞,U+6DDE
3248,浯,U+6D6F
3249,涭,U+6DAD
3250,滧,U+6EE7
3251,涣,U+6DA3
3252,渚,U+6E1A
3253,減,U+6E1B
3254,渝,U+6E1D
3255,渠,U+6E20
3256,渡,U+6E21
3257,渣,U+6E23
3258,渤,U+6E24
3259,渥,U+6E25
3260,涡,U+6DA1
3261,测,U+6D4B
3262,渭,U+6E2D
3263,港,U+6E2F
3265,渴,U+6E34
3266,游,U+6E38
3267,渺,U+6E3A
3268,浑,U+6D51
3269,湃,U+6E43
3270,湄,U+6E44
3273,湍,U+6E4D
3274,湎,U+6E4E
3275,湖,U+6E56
3276,湘,U+6E58
3277,湛,U+6E5B
3279,湧,U+6E67
3280,湫,U+6E6B
3281,湮,U+6E6E
3282,汤,U+6C64
3283,湲,U+6E72
3285,濉,U+6FC9
3288,湓,U+6E53
3289,湔,U+6E54
3290,湜,U+6E5C
3293,源,U+6E90
3294,準,U+6E96
3295,溵,U+6EB5
3296,溜,U+6E9C
3297,沟,U+6C9F
3298,溟,U+6E9F
3299,溠,U+6EA0
3300,溢,U+6EA2
3302,溥,U+6EA5
3303,溧,U+6EA7
3305,溪,U+6EAA
3306,温,U+6E29
3307,溯,U+6EAF
3308,溱,U+6EB1
3309,溲,U+6EB2
3310,溶,U+6EB6
3311,溷,U+6EB7
3312,溺,U+6EBA
3314,溽,U+6EBD
3315,滁,U+6EC1
3316,滂,U+6EC2
3317,滃,U+6EC3
3318,沧,U+6CA7
3319,灭,U+706D
3320,滋,U+6ECB
3321,涤,U+6DA4
3322,荥,U+8365
3323,滑,U+6ED1
3324,滓,U+6ED3
3325,滔,U+6ED4
3326,滕,U+6ED5
3328,溘,U+6E98
3329,滇,U+6EC7
3330,滘,U+6ED8
3333,滞,U+6EDE
3334,渗,U+6E17
3336,滴,U+6EF4
3337,沪,U+6CAA
3338,浒,U+6D52
3339,洑,U+6D11
3340,滚,U+6EDA
3341,满,U+6EE1
3342,渔,U+6E14
3343,漂,U+6F02
3344,漆,U+6F06
3345,漏,U+6F0F
3346,溉,U+6E89
3347,漓,U+6F13
3348,演,U+6F14
3351,漠,U+6F20
3352,汉,U+6C49
3353,涟,U+6D9F
3354,漪,U+6F2A
3355,漫,U+6F2B
3356,渍,U+6E0D
3358,淌,U+6DCC
3359,漱,U+6F31
3360,涨,U+6DA8
3361,漳,U+6F33
3362,渐,U+6E10
3363,漾,U+6F3E
3364,浆,U+6D46
3367,滹,U+6EF9
3369,漉,U+6F09
3370,溎,U+6E8E
3371,沤,U+6CA4
3372,漦,U+6F26
3373,漩,U+6F29
3374,漯,U+6F2F
3375,溆,U+6E86
3376,漶,U+6F36
3377,溇,U+6E87
3378,漕,U+6F15
3379,颍,U+988D
3380,泼,U+6CFC
3381,洁,U+6D01
3382,潘,U+6F58
3383,潜,U+6F5C
3384,潟,U+6F5F
3385,潢,U+6F62
3386,涧,U+6DA7
3387,润,U+6DA6
3388,潦,U+6F66
3389,潭,U+6F6D
3390,潮,U+6F6E
3391,溃,U+6E83
3392,潼,U+6F7C
3393,潴,U+6F74
3394,潸,U+6F78
3395,潺,U+6F7A
3396,涩,U+6DA9
3397,澄,U+6F84
3398,浇,U+6D47
3399,涝,U+6D9D
3400,澈,U+6F88
3401,澔,U+6F94
3402,澌,U+6F8C
3403,澎,U+6F8E
3404,潖,U+6F56
3405,澛,U+6F9B
3406,潞,U+6F5E
3410,浔,U+6D54
3411,潵,U+6F75
3412,澍,U+6F8D
3413,澂,U+6F82
3415,沩,U+6CA9
3416,澡,U+6FA1
3419,泽,U+6CFD
3420,浍,U+6D4D
3421,澳,U+6FB3
3422,澹,U+6FB9
3423,激,U+6FC0
3424,浊,U+6D4A
3425,濂,U+6FC2
3426,浓,U+6D53
3427,渑,U+6E11
3429,滪,U+6EEA
3430,澧,U+6FA7
3433,澴,U+6FB4
3436,澶,U+6FB6
3437,澼,U+6FBC
3438,泞,U+6CDE
3440,湿,U+6E7F
3444,济,U+6D4E
3445,濠,U+6FE0
3446,濡,U+6FE1
3447,涛,U+6D9B
3448,滥,U+6EE5
3449,濬,U+6FEC
3450,濮,U+6FEE
3451,濯,U+6FEF
3452,潍,U+6F4D
3453,滨,U+6EE8
3454,泻,U+6CFB
3456,濞,U+6FDE
3457,溅,U+6E85
3458,泺,U+6CFA
3459,滤,U+6EE4
3460,渎,U+6E0E
3461,浏,U+6D4F
3462,瀑,U+7011
3464,濒,U+6FD2
3466,瀚,U+701A
3467,瀛,U+701B
3468,沥,U+6CA5
3469,潇,U+6F47
3471,濑,U+6FD1
3472,泸,U+6CF8
3474,瀣,U+7023
3475,瀼,U+703C
3477,瀍,U+700D
3478,泷,U+6CF7
3481,潋,U+6F4B
3482,澜,U+6F9C
3484,溁,U+6E81
3485,瀹,U+7039
3487,灌,U+704C
3488,沣,U+6CA3
3490,滠,U+6EE0
3492,滩,U+6EE9
3493,灏,U+704F
3494,湾,U+6E7E
3495,滟,U+6EDF
3496,灞,U+705E
3497,滦,U+6EE6
3498,炸,U+70B8
3499,火,U+706B
3500,灰,U+7070
3501,灶,U+7076
3502,灸,U+7078
3503,灿,U+707F
3504,灼,U+707C
3506,灾,U+707E
3507,炊,U+708A
3508,炎,U+708E
3509,炒,U+7092
3510,炕,U+7095
3511,炙,U+7099
3512,炘,U+7098
3513,炞,U+709E
3514,炫,U+70AB
3515,炬,U+70AC
3516,炭,U+70AD
3517,炮,U+70AE
3518,炯,U+70AF
3520,炱,U+70B1
3521,炳,U+70B3
3522,炷,U+70B7
3524,畑,U+7551
3525,烈,U+70C8
3527,乌,U+4E4C
3529,烙,U+70D9
3530,烘,U+70D8
3531,烜,U+70DC
3532,烝,U+70DD
3533,烟,U+70DF
3534,烹,U+70F9
3535,烺,U+70FA
3536,烽,U+70FD
3537,焌,U+710C
3538,焙,U+7119
3539,焚,U+711A
3540,焜,U+711C
3542,焦,U+7126
3543,焰,U+7130
3544,然,U+7136
3546,焠,U+7120
3547,焉,U+7109
3548,煅,U+7145
3549,焊,U+710A
3550,炼,U+70BC
3551,煊,U+714A
3552,煌,U+714C
3553,煎,U+714E
3554,煮,U+716E
3555,炜,U+709C
3556,熙,U+7199
3558,煜,U+715C
3559,煞,U+715E
3560,茕,U+8315
3561,煤,U+7164
3562,焕,U+7115
3563,煦,U+7166
3564,照,U+7167
3565,烦,U+70E6
3566,煨,U+7168
3568,炀,U+7080
3569,煽,U+717D
3571,熄,U+7184
3574,熊,U+718A
3575,熏,U+718F
3576,荧,U+8367
3578,熟,U+719F
3579,熔,U+7194
3580,熨,U+71A8
3581,熬,U+71AC
3583,热,U+70ED
3584,熠,U+71A0
3585,颎,U+988E
3588,熹,U+71B9
3589,炽,U+70BD
3594,烫,U+70EB
3595,燃,U+71C3
3597,灯,U+706F
3598,燎,U+71CE
3599,烧,U+70E7
3600,燔,U+71D4
3601,燕,U+71D5
3602,营,U+8425
3603,燠,U+71E0
3604,燥,U+71E5
3606,燧,U+71E7
3608,烛,U+70DB
3610,燮,U+71EE
3611,燹,U+71F9
3612,烬,U+70EC
3613,燿,U+71FF
3614,焘,U+7118
3615,爆,U+7206
3617,烁,U+70C1
3619,炉,U+7089
3620,烂,U+70C2
3622,爝,U+721D
3623,爟,U+721F
3624,焮,U+712E
3625,炖,U+7096
3626,焖,U+7116
3627,爨,U+7228
3628,烤,U+70E4
3629,爪,U+722A
3630,争,U+4E89
3632,爬,U+722C
3633,爰,U+7230
3634,为,U+4E3A
3635,爵,U+7235
3636,睑,U+7751
3637,父,U+7236
3638,爹,U+7239
3639,爷,U+7237
3640,爸,U+7238
3641,爻,U+723B
3642,爽,U+723D
3644,趼,U+8DBC
3645,爿,U+723F
3647,牂,U+7242
3648,牁,U+7241
3650,藠,U+85E0
3651,片,U+7247
3652,版,U+7248
3654,牌,U+724C
3655,牒,U+7252
3657,牖,U+7256
3658,牍,U+724D
3660,牙,U+7259
3661,肼,U+80BC
3662,牛,U+725B
3663,牝,U+725D
3664,牟,U+725F
3665,牡,U+7261
3666,牢,U+7262
3667,牣,U+7263
3668,牧,U+7267
3670,物,U+7269
3672,牯,U+726F
3673,牲,U+7272
3674,犋,U+728B
3675,牷,U+7277
3676,特,U+7279
3677,牵,U+7275
3679,犀,U+7280
3680,犁,U+7281
3682,犍,U+728D
3683,犒,U+7292
3684,荦,U+8366
3685,犊,U+728A
3686,牺,U+727A
3689,犬,U+72AC
3690,犯,U+72AF
3691,犴,U+72B4
3692,状,U+72B6
3693,狂,U+72C2
3694,狃,U+72C3
3695,狄,U+72C4
3696,狁,U+72C1
3697,狎,U+72CE
3698,狐,U+72D0
3699,狗,U+72D7
3700,狙,U+72D9
3701,狡,U+72E1
3703,狠,U+72E0
3704,狩,U+72E9
3705,狴,U+72F4
3706,狸,U+72F8
3707,狭,U+72ED
3708,狼,U+72FC
3709,狈,U+72C8
3710,狻,U+72FB
3711,狺,U+72FA
3712,狷,U+72F7
3713,狢,U+72E2
3714,猁,U+7301
3715,猖,U+7316
3716,猗,U+7317
3717,狰,U+72F0
3718,猛,U+731B
3719,猜,U+731C
3720,猝,U+731D
3721,猞,U+731E
3722,猊,U+730A
3724,猢,U+7322
3725,猥,U+7325
3726,猩,U+7329
3727,猪,U+732A
3728,猫,U+732B
3729,猴,U+7334
3730,犹,U+72B9
3731,猷,U+7337
3732,猔,U+7314
3733,猱,U+7331
3734,猺,U+733A
3735,狲,U+72F2
3736,猾,U+733E
3737,猿,U+733F
3739,狱,U+72F1
3740,狮,U+72EE
3741,獍,U+734D
3742,獐,U+7350
3743,獒,U+7352
3744,獗,U+7357
3747,独,U+72EC
3748,狯,U+72EF
3749,獬,U+736C
3750,獠,U+7360
3751,狝,U+72DD
3752,获,U+83B7
3753,獯,U+736F
3755,犷,U+72B7
3756,猎,U+730E
3757,兽,U+517D
3758,獭,U+736D
3759,献,U+732E
3761,狞,U+72DE
3762,猡,U+7321
3763,玄,U+7384
3764,率,U+7387
3767,锔,U+9514
3768,玉,U+7389
3769,王,U+738B
3771,玕,U+7395
3772,玔,U+7394
3773,玖,U+7396
3774,玟,U+739F
3775,玠,U+73A0
3776,玢,U+73A2
3777,玦,U+73A6
3778,珏,U+73CF
3779,玩,U+73A9
3780,玫,U+73AB
3781,玲,U+73B2
3782,玳,U+73B3
3783,玷,U+73B7
3784,珂,U+73C2
3786,珈,U+73C8
3787,珉,U+73C9
3788,玻,U+73BB
3789,珀,U+73C0
3790,珊,U+73CA
3791,珍,U+73CD
3794,珞,U+73DE
3796,珠,U+73E0
3797,珙,U+73D9
3798,珖,U+73D6
3799,珥,U+73E5
3800,珣,U+73E3
3801,珩,U+73E9
3802,珪,U+73EA
3803,班,U+73ED
3804,珧,U+73E7
3805,珮,U+73EE
3806,珽,U+73FD
3807,现,U+73B0
3808,球,U+7403
3809,琅,U+7405
3810,理,U+7406
3811,琇,U+7407
3812,琉,U+7409
3813,珶,U+73F6
3815,琊,U+740A
3816,琕,U+7415
3818,琚,U+741A
3819,琛,U+741B
3820,琢,U+7422
3821,琤,U+7424
3822,琥,U+7425
3823,琦,U+7426
3824,琨,U+7428
3825,琪,U+742A
3827,琮,U+742E
3828,琯,U+742F
3829,琳,U+7433
3830,琴,U+7434
3831,琶,U+7436
3832,琵,U+7435
3834,琬,U+742C
3836,琲,U+7432
3837,玮,U+73AE
3838,瑕,U+7455
3839,瑙,U+7459
3840,瑚,U+745A
3841,瑛,U+745B
3842,瑜,U+745C
3843,瑞,U+745E
3844,瑟,U+745F
3847,瑁,U+7441
3850,瑗,U+7457
3851,琐,U+7410
3852,瑶,U+7476
3853,莹,U+83B9
3854,玛,U+739B
3855,瑰,U+7470
3856,玱,U+73B1
3859,瑱,U+7471
3862,璀,U+7480
3863,璃,U+7483
3864,璋,U+748B
3866,瑾,U+747E
3868,璆,U+7486
3871,琎,U+740E
3872,璇,U+7487
3873,璐,U+7490
3874,璜,U+749C
3875,玑,U+7391
3876,璘,U+7498
3877,璞,U+749E
3878,璟,U+749F
3879,璠,U+74A0
3880,璧,U+74A7
3881,璨,U+74A8
3883,环,U+73AF
3885,珰,U+73F0
3886,玺,U+73BA
3887,璲,U+74B2
3888,瑸,U+7478
3889,玙,U+7399
3891,珑,U+73D1
3892,璎,U+748E
3895,瓒,U+74D2
3900,瓜,U+74DC
3901,瓞,U+74DE
3902,瓠,U+74E0
3903,瓢,U+74E2
3904,瓣,U+74E3
3905,瓤,U+74E4
3907,瓦,U+74E6
3908,瓮,U+74EE
3909,瓴,U+74F4
3910,瓶,U+74F6
3911,瓷,U+74F7
3912,瓻,U+74FB
3913,甃,U+7503
3914,甄,U+7504
3916,瓿,U+74FF
3917,瓯,U+74EF
3918,甍,U+750D
3920,甑,U+7511
3921,甓,U+7513
3926,瓩,U+74E9
3927,甘,U+7518
3928,甚,U+751A
3929,甜,U+751C
3931,咔,U+5494
3932,生,U+751F
3933,甡,U+7521
3934,产,U+4EA7
3935,甥,U+7525
3936,甦,U+7526
3938,用,U+7528
3939,甪,U+752A
3940,甫,U+752B
3941,甬,U+752C
3942,甯,U+752F
3943,甩,U+7529
3944,田,U+7530
3945,由,U+7531
3946,甲,U+7532
3947,申,U+7533
3948,男,U+7537
3949,甸,U+7538
3951,甾,U+753E
3952,畀,U+7540
3953,畋,U+754B
3954,界,U+754C
3955,畎,U+754E
3956,畏,U+754F
3957,町,U+753A
3961,畔,U+7554
3962,畚,U+755A
3963,畛,U+755B
3964,畜,U+755C
3965,亩,U+4EA9
3966,留,U+7559
3968,毕,U+6BD5
3969,畤,U+7564
3970,略,U+7565
3971,畦,U+7566
3972,番,U+756A
3973,画,U+753B
3974,畬,U+756C
3975,畯,U+756F
3978,榃,U+6983
3979,畹,U+7579
3981,当,U+5F53
3982,畸,U+7578
3983,畿,U+757F
3984,疆,U+7586
3985,畴,U+7574
3987,锎,U+950E
3988,疋,U+758B
3990,疏,U+758F
3992,疑,U+7591
3993,钪,U+94AA
3994,疒,U+7592
3995,疔,U+7594
3996,痃,U+75C3
3997,痉,U+75C9
3998,疚,U+759A
3999,疝,U+759D
4000,痠,U+75E0
4001,疣,U+75A3
4002,疤,U+75A4
4003,疥,U+75A5
4004,疫,U+75AB
4005,痄,U+75C4
4006,疲,U+75B2
4007,疳,U+75B3
4008,疴,U+75B4
4009,疵,U+75B5
4010,疸,U+75B8
4011,疹,U+75B9
4012,疼,U+75BC
4013,疽,U+75BD
4014,疾,U+75BE
4016,病,U+75C5
4017,症,U+75C7
4018,痂,U+75C2
4019,痊,U+75CA
4020,疰,U+75B0
4021,痍,U+75CD
4022,痒,U+75D2
4023,痔,U+75D4
4024,痕,U+75D5
4025,痧,U+75E7
4026,痘,U+75D8
4027,痛,U+75DB
4028,痞,U+75DE
4029,痣,U+75E3
4031,痢,U+75E2
4032,痱,U+75F1
4033,痰,U+75F0
4034,痳,U+75F3
4035,痴,U+75F4
4036,痹,U+75F9
4037,痼,U+75FC
4039,痿,U+75FF
4040,瘀,U+7600
4041,瘁,U+7601
4045,疯,U+75AF
4046,疡,U+75A1
4048,瘝,U+761D
4049,瘐,U+7610
4050,痪,U+75EA
4051,瘕,U+7615
4053,瘗,U+7617
4054,瘟,U+761F
4055,瘠,U+7620
4056,疮,U+75AE
4057,瘢,U+7622
4058,瘤,U+7624
4059,瘥,U+7625
4060,瘦,U+7626
4061,疟,U+759F
4063,瘸,U+7638
4064,瘰,U+7630
4065,瘳,U+7633
4066,瘴,U+7634
4067,瘵,U+7635
4068,瘘,U+7618
4069,瘼,U+763C
4070,疗,U+7597
4071,癃,U+7643
4072,痨,U+75E8
4073,痫,U+75EB
4074,癌,U+764C
4075,癖,U+7656
4078,疠,U+75A0
4079,瘩,U+7629
4080,癜,U+765C
4081,疖,U+7596
4085,瘪,U+762A
4086,瘿,U+763F
4087,疬,U+75AC
4088,癞,U+765E
4089,癣,U+7663
4090,瘾,U+763E
4091,癯,U+766F
4092,痈,U+75C8
4093,瘫,U+762B
4094,癫,U+766B
4095,疙,U+7599
4096,癶,U+7676
4097,癸,U+7678
4098,登,U+767B
4099,发,U+53D1
4100,钶,U+94B6
4101,白,U+767D
4102,百,U+767E
4103,皂,U+7682
4104,的,U+7684
4105,皆,U+7686
4106,皇,U+7687
4107,皈,U+7688
4108,皋,U+768B
4109,皎,U+768E
4110,皓,U+7693
4111,皖,U+7696
4114,皑,U+7691
4115,皤,U+76A4
4116,皞,U+769E
4121,氪,U+6C2A
4122,皮,U+76AE
4123,皴,U+76B4
4125,皲,U+76B2
4126,皱,U+76B1
4128,醌,U+918C
4129,皿,U+76BF
4130,盂,U+76C2
4132,盅,U+76C5
4133,盆,U+76C6
4134,盈,U+76C8
4135,益,U+76CA
4137,盍,U+76CD
4138,盎,U+76CE
4139,盒,U+76D2
4140,盔,U+76D4
4141,盛,U+76DB
4142,盗,U+76D7
4143,盝,U+76DD
4144,盏,U+76CF
4145,盟,U+76DF
4147,尽,U+5C3D
