code,character,codepoint
1339,宄,U+5B84
1341,宅,U+5B85
1342,宇,U+5B87
1343,守,U+5B88
1344,安,U+5B89
1345,宋,U+5B8B
1346,完,U+5B8C
1347,宏,U+5B8F
1348,宓,U+5B93
1349,宕,U+5B95
1350,宗,U+5B97
1351,官,U+5B98
1352,宙,U+5B99
1353,定,U+5B9A
1354,宛,U+5B9B
1355,宜,U+5B9C
1356,客,U+5BA2
1357,宣,U+5BA3
1358,室,U+5BA4
1359,宥,U+5BA5
1360,宦,U+5BA6
1361,宬,U+5BAC
1362,宫,U+5BAB
1363,宰,U+5BB0
1364,害,U+5BB3
1365,宴,U+5BB4
1366,宵,U+5BB5
1367,家,U+5BB6
1368,宸,U+5BB8
1369,容,U+5BB9
1372,宿,U+5BBF
1374,寂,U+5BC2
1376,寄,U+5BC4
1377,寅,U+5BC5
1378,密,U+5BC6
1379,寇,U+5BC7
1381,富,U+5BCC
1382,寐,U+5BD0
1383,寒,U+5BD2
1384,寓,U+5BD3
1389,寞,U+5BDE
1390,察,U+5BDF
1391,寡,U+5BE1
1392,寝,U+5BDD
1393,寤,U+5BE4
1394,寥,U+5BE5
1395,实,U+5B9E
1396,寨,U+5BE8
1399,审,U+5BA1
1400,写,U+5199
1401,宽,U+5BBD
1402,寮,U+5BEE
1403,寰,U+5BF0
1404,宠,U+5BA0
1405,宝,U+5B9D
1406,宧,U+5BA7
1407,寸,U+5BF8
1408,寺,U+5BFA
1409,封,U+5C01
1410,射,U+5C04
1411,尅,U+5C05
1412,将,U+5C06
1413,专,U+4E13
1414,尉,U+5C09
1415,尊,U+5C0A
1416,寻,U+5BFB
1417,对,U+5BF9
1418,导,U+5BFC
1419,蒽,U+84BD
1420,小,U+5C0F
1421,少,U+5C11
1422,尔,U+5C14
1423,尖,U+5C16
1424,尚,U+5C1A
1427,尕,U+5C15
1428,尢,U+5C22
1429,尤,U+5C24
1431,尪,U+5C2A
1432,就,U+5C31
1433,尰,U+5C30
1434,尴,U+5C34
1435,尬,U+5C2C
1436,铒,U+94D2
1437,尸,U+5C38
1438,尹,U+5C39
1439,尺,U+5C3A
1440,尻,U+5C3B
1441,尼,U+5C3C
1442,尾,U+5C3E
1443,尿,U+5C3F
1444,局,U+5C40
1445,屁,U+5C41
1446,居,U+5C45
1447,届,U+5C4A
1448,屈,U+5C48
1449,屉,U+5C49
1450,屋,U+5C4B
1452,屎,U+5C4E
1453,屐,U+5C50
1454,屑,U+5C51
1455,展,U+5C55
1456,屏,U+5C4F
1457,屝,U+5C5D
1458,屠,U+5C60
1459,屡,U+5C61
1460,屣,U+5C63
1461,层,U+5C42
1462,履,U+5C65
1464,屦,U+5C66
1466,属,U+5C5E
1468,砩,U+7829
1469,屮,U+5C6E
1470,屯,U+5C6F
1471,岳,U+5CB3
1472,山,U+5C71
1473,屹,U+5C79
1474,屺,U+5C7A
1475,峁,U+5CC1
1476,岌,U+5C8C
1477,岐,U+5C90
1478,岑,U+5C91
1479,岔,U+5C94
1480,峿,U+5CFF
1481,冈,U+5188
1482,岢,U+5CA2
1483,岈,U+5C88
1484,岩,U+5CA9
1485,岫,U+5CAB
1486,岱,U+5CB1
1487,岵,U+5CB5
1488,岷,U+5CB7
1489,岸,U+5CB8
1490,岣,U+5CA3
1491,峒,U+5CD2
1492,峙,U+5CD9
1493,峋,U+5CCB
1494,峨,U+5CE8
1495,峭,U+5CED
1496,峰,U+5CF0
1497,岛,U+5C9B
1498,峻,U+5CFB
1499,峡,U+5CE1
1500,峓,U+5CD3
1501,岘,U+5C98
1502,峪,U+5CEA
1503,崃,U+5D03
1504,崇,U+5D07
1505,崎,U+5D0E
1506,岽,U+5CBD
1507,崑,U+5D11
1508,崔,U+5D14
1509,崖,U+5D16
1510,崙,U+5D19
1511,岗,U+5C97
1512,崛,U+5D1B
1513,峥,U+5CE5
1514,崩,U+5D29
1515,崚,U+5D1A
1516,崧,U+5D27
1517,崦,U+5D26
1518,嵇,U+5D47
1519,崆,U+5D06
1520,嵋,U+5D4B
1521,嵫,U+5D6B
1522,嵊,U+5D4A
1523,嵌,U+5D4C
1524,峧,U+5CE7
1525,嵎,U+5D4E
1526,岚,U+5C9A
1527,崀,U+5D00
1528,崅,U+5D05
1529,嵩,U+5D69
1530,嵝,U+5D5D
1531,嵬,U+5D6C
1532,嵯,U+5D6F
1533,崌,U+5D0C
1534,嶂,U+5D82
1535,崭,U+5D2D
1536,岖,U+5C96
1537,嶒,U+5D92
1538,嵚,U+5D5A
1539,嵘,U+5D58
1540,峤,U+5CE4
1541,崤,U+5D24
1542,峄,U+5CC4
1543,嶙,U+5D99
1544,嶷,U+5DB7
1545,岭,U+5CAD
1546,屿,U+5C7F
1547,崾,U+5D3E
1548,巉,U+5DC9
1549,嵛,U+5D5B
1550,巍,U+5DCD
1551,峦,U+5CE6
1552,嶅,U+5D85
1553,巅,U+5DC5
1554,巖,U+5DD6
1555,崂,U+5D02
1556,巛,U+5DDB
1557,川,U+5DDD
1558,州,U+5DDE
1559,巡,U+5DE1
1560,巢,U+5DE2
1561,镄,U+9544
1562,工,U+5DE5
1563,左,U+5DE6
1564,巧,U+5DE7
1565,巨,U+5DE8
1566,巫,U+5DEB
1567,差,U+5DEE
1568,酚,U+915A
1569,己,U+5DF1
1570,巳,U+5DF3
1571,已,U+5DF2
1572,巴,U+5DF4
1574,巷,U+5DF7
1575,巽,U+5DFD
1576,钆,U+9486
1577,巾,U+5DFE
1578,币,U+5E01
1579,市,U+5E02
1580,布,U+5E03
1581,帆,U+5E06
1582,帋,U+5E0B
1583,帑,U+5E11
1584,帕,U+5E15
1585,希,U+5E0C
1586,帖,U+5E16
1587,帗,U+5E17
1588,帘,U+5E18
1589,帙,U+5E19
1590,帚,U+5E1A
1591,帛,U+5E1B
1592,帔,U+5E14
1593,帝,U+5E1D
1594,帡,U+5E21
1596,帅,U+5E05
1597,师,U+5E08
1598,席,U+5E2D
1599,帨,U+5E28
1600,帐,U+5E10
1601,带,U+5E26
1602,帷,U+5E37
1603,常,U+5E38
1604,帽,U+5E3D
1605,帏,U+5E0F
1606,幄,U+5E44
1607,幅,U+5E45
1608,帧,U+5E27
1610,幌,U+5E4C
1611,幔,U+5E54
1612,幕,U+5E55
1613,帼,U+5E3C
1614,帻,U+5E3B
1615,帜,U+5E1C
1616,幡,U+5E61
1617,幢,U+5E62
1619,幪,U+5E6A
1620,帮,U+5E2E
1621,帱,U+5E31
1625,幛,U+5E5B
1626,干,U+5E72
1627,平,U+5E73
1628,年,U+5E74
1629,并,U+5E76
1630,幸,U+5E78
1632,矸,U+77F8
1633,幺,U+5E7A
1634,幻,U+5E7B
1635,幼,U+5E7C
1636,幽,U+5E7D
1638,酐,U+9150
1639,广,U+5E7F
1640,庀,U+5E80
1641,庹,U+5EB9
1642,庇,U+5E87
1643,床,U+5E8A
1644,庋,U+5E8B
1645,序,U+5E8F
1646,底,U+5E95
1647,庖,U+5E96
1648,店,U+5E97
1649,庚,U+5E9A
1650,府,U+5E9C
1651,庠,U+5EA0
1652,庥,U+5EA5
1653,度,U+5EA6
1654,座,U+5EA7
1655,库,U+5E93
1656,庭,U+5EAD
1658,庵,U+5EB5
1659,庶,U+5EB6
1660,康,U+5EB7
1661,庸,U+5EB8
1662,庾,U+5EBE
1666,厢,U+53A2
1668,廑,U+5ED1
1669,廈,U+5EC8
1670,廉,U+5EC9
1671,廊,U+5ECA
1672,廋,U+5ECB
1673,厩,U+53A9
1674,廓,U+5ED3
1675,廖,U+5ED6
1676,厨,U+53A8
1679,廛,U+5EDB
1680,庙,U+5E99
1682,庑,U+5E91
1683,废,U+5E9F
1685,廨,U+5EE8
1686,廪,U+5EEA
1687,庐,U+5E90
1689,厅,U+5385
1690,庞,U+5E9E
1691,锆,U+9506
1692,廴,U+5EF4
1693,延,U+5EF6
1694,廷,U+5EF7
1696,建,U+5EFA
1699,廾,U+5EFE
1701,弁,U+5F01
1702,弄,U+5F04
1704,弈,U+5F08
1705,弊,U+5F0A
1706,茛,U+831B
1707,弋,U+5F0B
1708,弍,U+5F0D
1709,式,U+5F0F
1710,弑,U+5F11
1711,瀔,U+7014
1712,弓,U+5F13
1714,引,U+5F15
1715,弗,U+5F17
1716,弛,U+5F1B
1717,弟,U+5F1F
1718,弢,U+5F22
1720,弦,U+5F26
1721,弧,U+5F27
1722,弩,U+5F29
1725,弭,U+5F2D
1726,弱,U+5F31
1728,张,U+5F20
1730,强,U+5F3A
1732,弼,U+5F3C
1733,彀,U+5F40
1734,弹,U+5F39
1736,弥,U+5F25
1737,弯,U+5F2F
1738,弘,U+5F18
1739,彐,U+5F50
1740,彖,U+5F56
1741,彗,U+5F57
1742,彘,U+5F58
1744,彝,U+5F5D
1745,彟,U+5F5F
1746,臌,U+81CC
1747,彡,U+5F61
1748,形,U+5F62
1749,彤,U+5F64
1750,彦,U+5F66
1751,彧,U+5F67
1752,彩,U+5F69
1753,彪,U+5F6A
1755,彬,U+5F6C
1756,彭,U+5F6D
1757,彰,U+5F70
1758,影,U+5F71
1759,彨,U+5F68
1760,铪,U+94EA
1761,彳,U+5F73
1762,彷,U+5F77
1763,役,U+5F79
1764,彼,U+5F7C
1766,往,U+5F80
1767,征,U+5F81
1768,徂,U+5F82
1769,待,U+5F85
1770,徇,U+5F87
1771,很,U+5F88
1772,徉,U+5F89
1773,徊,U+5F8A
1774,律,U+5F8B
1776,徐,U+5F90
1777,径,U+5F84
1778,徒,U+5F92
1779,得,U+5F97
1780,徘,U+5F98
1781,徙,U+5F99
1782,徜,U+5F9C
1783,从,U+4ECE
1784,徕,U+5F95
1785,御,U+5FA1
1787,徨,U+5FA8
1788,复,U+590D
1789,循,U+5FAA
1790,徬,U+5FAC
1791,徭,U+5FAD
1792,微,U+5FAE
1793,徯,U+5FAF
1794,徵,U+5FB5
1795,德,U+5FB7
1796,彻,U+5F7B
1797,徼,U+5FBC
1798,徽,U+5FBD
1799,焓,U+7113
1800,心,U+5FC3
1801,必,U+5FC5
1802,忉,U+5FC9
1803,忌,U+5FCC
1804,忍,U+5FCD
1805,忒,U+5FD2
1806,忖,U+5FD6
1807,志,U+5FD7
1808,忘,U+5FD8
1809,忐,U+5FD0
1810,忑,U+5FD1
1811,忙,U+5FD9
1812,忝,U+5FDD
1813,忠,U+5FE0
1814,忡,U+5FE1
1815,恬,U+606C
1816,快,U+5FEB
1817,忭,U+5FED
1818,忮,U+5FEE
1819,念,U+5FF5
1820,忱,U+5FF1
1821,忸,U+5FF8
1822,忤,U+5FE4
1823,忻,U+5FFB
1824,忽,U+5FFD
1825,忿,U+5FFF
1826,怍,U+600D
1827,怎,U+600E
1828,怏,U+600F
1829,怒,U+6012
1830,怕,U+6015
1831,怖,U+6016
1832,怗,U+6017
1833,怙,U+6019
1834,怛,U+601B
1835,思,U+601D
1836,怠,U+6020
1837,怡,U+6021
1838,急,U+6025
1839,怦,U+6026
1840,性,U+6027
1841,怨,U+6028
1842,怩,U+6029
1843,怪,U+602A
1844,怫,U+602B
1845,怯,U+602F
1847,怵,U+6035
1849,您,U+60A8
1850,怔,U+6014
1851,恁,U+6041
1852,恂,U+6042
1853,恃,U+6043
1854,恒,U+6052
1855,惦,U+60E6
1857,恍,U+604D
1858,恐,U+6050
1859,恕,U+6055
1860,恙,U+6059
1861,恚,U+605A
1862,恝,U+605D
1863,恢,U+6062
1864,恣,U+6063
1865,恤,U+6064
1867,恧,U+6067
1868,恨,U+6068
1869,恩,U+6069
1870,恪,U+606A
1871,恫,U+606B
1872,恭,U+606D
1873,息,U+606F
1874,恰,U+6070
1875,悃,U+6083
1877,悄,U+6084
1878,悦,U+60A6
1879,悌,U+608C
1880,悍,U+608D
1881,悒,U+6092
1882,悔,U+6094
1883,悖,U+6096
1884,悚,U+609A
1885,悉,U+6089
1886,悛,U+609B
1887,悝,U+609D
1888,悮,U+60AE
1889,悟,U+609F
1890,悠,U+60A0
1891,患,U+60A3
1894,悱,U+60B1
1896,悲,U+60B2
1897,悴,U+60B4
1898,怅,U+6005
1899,闷,U+95F7
1900,悸,U+60B8
1901,悻,U+60BB
1902,悼,U+60BC
1906,情,U+60C5
1907,惆,U+60C6
1908,惇,U+60C7
1910,惑,U+60D1
1911,惓,U+60D3
1912,惕,U+60D5
1913,惘,U+60D8
1914,惙,U+60D9
1915,惚,U+60DA
1917,惜,U+60DC
1919,惟,U+60DF
1920,惠,U+60E0
1921,恶,U+6076
1922,悰,U+60B0
1923,惋,U+60CB
1924,惰,U+60F0
1925,恼,U+607C
1926,恽,U+607D
1927,想,U+60F3
1928,惴,U+60F4
1929,惶,U+60F6
1931,惹,U+60F9
1932,惺,U+60FA
1933,恻,U+607B
1934,愀,U+6100
1935,愁,U+6101
1936,愆,U+6106
1937,愈,U+6108
1938,愉,U+6109
1940,愍,U+610D
1941,愎,U+610E
1942,意,U+610F
1944,愔,U+6114
1945,愕,U+6115
1946,愚,U+611A
1947,爱,U+7231
1948,惬,U+60EC
1949,感,U+611F
1950,愠,U+6120
1951,愧,U+6127
1952,悫,U+60AB
1953,愫,U+612B
1955,怆,U+6006
1956,恺,U+607A
1957,慎,U+614E
1958,忾,U+5FFE
1959,愿,U+613F
1960,恿,U+607F
1964,慈,U+6148
1965,慊,U+614A
1966,态,U+6001
1967,慌,U+614C
1969,慓,U+6153
1970,慕,U+6155
1971,惨,U+60E8
1973,慝,U+615D
1974,惭,U+60ED
1975,恸,U+6078
1976,慢,U+6162
1977,惯,U+60EF
1979,慧,U+6167
1980,慨,U+6168
1981,怂,U+6002
1982,虑,U+8651
1983,慰,U+6170
1984,悭,U+60AD
1986,慵,U+6175
1987,庆,U+5E86
1988,慷,U+6177
1992,忧,U+5FE7
1994,惫,U+60EB
1995,怜,U+601C
1997,憔,U+6194
1998,惮,U+60EE
1999,憎,U+618E
2000,憝,U+619D
2001,愤,U+6124
2002,憧,U+61A7
2003,憨,U+61A8
2004,憩,U+61A9
2005,憬,U+61AC
2006,悯,U+60AF
2007,怃,U+6003
2009,宪,U+5BAA
2011,忆,U+5FC6
2013,憾,U+61BE
2016,懂,U+61C2
2017,恳,U+6073
2018,懈,U+61C8
2019,应,U+5E94
2020,懊,U+61CA
2021,懋,U+61CB
2022,怿,U+603F
2023,懔,U+61D4
2025,愦,U+6126
2029,怼,U+603C
2030,懑,U+61D1
2032,懦,U+61E6
2033,惩,U+60E9
2034,懿,U+61FF
2035,懵,U+61F5
2036,懒,U+61D2
2037,怀,U+6000
2038,悬,U+60AC
2039,忏,U+5FCF
2040,惧,U+60E7
2042,慑,U+6151
2043,恋,U+604B
2044,恹,U+6079
2045,戆,U+6206
2047,戈,U+6208
2048,戊,U+620A
2049,戌,U+620C
2050,戍,U+620D
2051,戎,U+620E
2052,成,U+6210
2053,我,U+6211
2054,戒,U+6212
2055,戋,U+620B
2056,戕,U+6215
2057,或,U+6216
2058,戚,U+621A
2059,戛,U+621B
2060,戟,U+621F
2061,戢,U+6222
2062,戥,U+6225
2063,戡,U+6221
2065,戬,U+622C
2066,截,U+622A
2067,戳,U+6233
2068,戮,U+622E
2069,战,U+6218
2070,戏,U+620F
2071,戴,U+6234
2072,戤,U+6224
2073,户,U+6237
2074,戾,U+623E
2075,房,U+623F
2076,所,U+6240
2077,戽,U+623D
2078,扁,U+6241
2079,扃,U+6243
2081,扆,U+6246
2082,扇,U+6247
2083,扈,U+6248
2084,扉,U+6249
2086,槲,U+69F2
2087,手,U+624B
2088,才,U+624D
2089,扎,U+624E
2090,扑,U+6251
2091,扒,U+6252
2092,打,U+6253
2093,扔,U+6254
2094,托,U+6258
2095,扛,U+625B
2096,扠,U+6260
2097,拤,U+62E4
2099,扣,U+6263
2100,扭,U+626D
2101,扮,U+626E
2102,扯,U+626F
2104,扳,U+6273
2105,扶,U+6276
2106,批,U+6279
2107,抵,U+62B5
2108,扼,U+627C
2109,找,U+627E
2110,承,U+627F
2111,技,U+6280
2113,抄,U+6284
2115,抉,U+6289
2116,把,U+628A
2117,抑,U+6291
2118,抒,U+6292
2119,抓,U+6293
2121,投,U+6295
2122,抖,U+6296
2123,抗,U+6297
2124,折,U+6298
2125,抨,U+62A8
2126,披,U+62AB
2127,抬,U+62AC
2128,抱,U+62B1
2129,抿,U+62BF
2130,抹,U+62B9
2131,押,U+62BC
2132,抽,U+62BD
2133,拂,U+62C2
2134,拄,U+62C4
2135,拆,U+62C6
2136,拇,U+62C7
2137,担,U+62C5
2138,拈,U+62C8
2139,拉,U+62C9
2140,拊,U+62CA
2141,抛,U+629B
2142,拌,U+62CC
2143,拍,U+62CD
2145,拐,U+62D0
2146,拎,U+62CE
2147,拒,U+62D2
2148,拓,U+62D3
2149,拔,U+62D4
2151,拖,U+62D6
2152,拗,U+62D7
2153,拘,U+62D8
2154,拙,U+62D9
2155,拚,U+62DA
2156,招,U+62DB
2157,拜,U+62DC
2158,捂,U+6342
2159,拮,U+62EE
2160,拭,U+62ED
2161,括,U+62EC
2162,拱,U+62F1
2163,拯,U+62EF
2164,拳,U+62F3
2165,拴,U+62F4
2166,拷,U+62F7
2167,拽,U+62FD
2168,拾,U+62FE
2169,拿,U+62FF
2170,持,U+6301
2171,挂,U+6302
2172,指,U+6307
2173,挈,U+6308
2174,按,U+6309
2175,挎,U+630E
2176,挑,U+6311
2177,挖,U+6316
2178,拼,U+62FC
2179,挨,U+6328
2180,挪,U+632A
2181,挫,U+632B
2182,振,U+632F
2183,捅,U+6345
2184,挹,U+6339
2185,挺,U+633A
2186,挼,U+633C
2187,挽,U+633D
2188,挟,U+631F
2190,捆,U+6346
2191,捉,U+6349
2192,捋,U+634B
2193,捌,U+634C
2194,捍,U+634D
2195,掂,U+6382
2196,捐,U+6350
2197,挣,U+6323
2198,捕,U+6355
2199,挲,U+6332
2200,捎,U+634E
2201,捧,U+6367
2203,捩,U+6369
2204,扪,U+626A
2205,捺,U+637A
2206,捭,U+636D
2207,据,U+636E
2209,捱,U+6371
2211,捶,U+6376
2212,捷,U+6377
2213,揍,U+63CD
2214,捻,U+637B
2216,掀,U+6380
2217,扫,U+626B
2218,掇,U+6387
2219,授,U+6388
2220,掉,U+6389
2221,掊,U+638A
2222,掌,U+638C
2223,掏,U+638F
2224,掎,U+638E
2225,掐,U+6390
2226,排,U+6392
2227,掖,U+6396
2228,掘,U+6398
2230,掠,U+63A0
2232,探,U+63A2
2233,掣,U+63A3
2234,接,U+63A5
2235,控,U+63A7
2236,推,U+63A8
2237,掩,U+63A9
2238,措,U+63AA
2239,掬,U+63AC
2240,掯,U+63AF
2241,抡,U+62A1
2245,拣,U+62E3
2246,揄,U+63C4
2247,揆,U+63C6
2248,揉,U+63C9
2249,描,U+63CF
2250,捏,U+634F
2251,提,U+63D0
2252,插,U+63D2
2253,揖,U+63D6
2254,扬,U+626C
2255,换,U+6362
2257,揠,U+63E0
2258,搽,U+643D
2259,握,U+63E1
2260,揣,U+63E3
2261,揩,U+63E9
2262,揪,U+63EA
2263,揭,U+63ED
2264,挥,U+6325
2266,援,U+63F4
2268,掾,U+63BE
2269,搞,U+641E
2271,搧,U+6427
2275,损,U+635F
2276,搏,U+640F
2277,搒,U+6412
2278,搓,U+6413
2279,搔,U+6414
2280,摇,U+6447
2281,捣,U+6363
2282,搜,U+641C
2283,搠,U+6420
2286,搦,U+6426
2288,搪,U+642A
2289,搬,U+642C
2290,搭,U+642D
2291,搴,U+6434
2292,摔,U+6454
2293,抢,U+62A2
2294,搐,U+6410
2296,掺,U+63BA
2297,撂,U+6482
2298,摘,U+6458
2299,搂,U+6402
2300,撑,U+6491
2301,摧,U+6467
2302,摩,U+6469
2303,摭,U+646D
2304,挚,U+631A
2305,抠,U+62A0
2306,抟,U+629F
2307,摸,U+6478
2308,摹,U+6479
2309,摺,U+647A
2310,掴,U+63B4
2311,摒,U+6452
2313,撅,U+6485
2316,撩,U+64A9
2317,撇,U+6487
2318,捞,U+635E
2320,撒,U+6492
2321,挠,U+6320
2322,撕,U+6495
2323,撙,U+6499
2326,撞,U+649E
2327,撤,U+64A4
2328,拨,U+62E8
2329,抚,U+629A
2330,播,U+64AD
2331,撮,U+64AE
2332,撰,U+64B0
2334,撬,U+64AC
2335,掼,U+63BC
2336,攉,U+6509
2337,挞,U+631E
2338,撼,U+64BC
2339,挝,U+631D
2340,拥,U+62E5
2341,擂,U+64C2
2342,掳,U+63B3
2343,擅,U+64C5
2344,择,U+62E9
2345,击,U+51FB
2346,挡,U+6321
2347,操,U+64CD
2348,擎,U+64CE
2349,拧,U+62E7
2350,擒,U+64D2
2352,擗,U+64D7
2353,擘,U+64D8
2355,撷,U+64B7
2356,搀,U+6400
2357,挤,U+6324
2359,擢,U+64E2
2361,擦,U+64E6
2362,拟,U+62DF
2363,摈,U+6448
2364,搁,U+6401
2365,撵,U+64B5
2366,擭,U+64ED
2367,掷,U+63B7
2368,扩,U+6269
2369,摆,U+6446
2370,擞,U+64DE
2371,扰,U+6270
2372,攀,U+6500
2373,摅,U+6445
2374,拦,U+62E6
2375,撄,U+6484
2376,攘,U+6518
2377,携,U+643A
2378,摄,U+6444
2379,拢,U+62E2
2380,攒,U+6512
2381,挛,U+631B
2382,摊,U+644A
2383,搅,U+6405
2384,攫,U+652B
2385,揽,U+63FD
2387,拃,U+62C3
2388,支,U+652F
2390,塃,U+5843
2391,攴,U+6534
2392,收,U+6536
2394,攸,U+6538
2395,改,U+6539
2396,攻,U+653B
2397,放,U+653E
2398,政,U+653F
2399,故,U+6545
2400,效,U+6548
2401,敉,U+6549
2403,教,U+6559
2404,敏,U+654F
2405,救,U+6551
2406,敕,U+6555
2407,敖,U+6556
2408,败,U+8D25
2411,敝,U+655D
2412,敞,U+655E
2413,敢,U+6562
2414,散,U+6563
2415,敦,U+6566
2416,夐,U+5910
2417,敬,U+656C
2418,敲,U+6572
2419,整,U+6574
2420,敌,U+654C
2421,敷,U+6577
2422,数,U+6570
2425,敛,U+655B
2426,毙,U+6BD9
2427,敩,U+6569
2429,文,U+6587
2430,斌,U+658C
2431,斐,U+6590
2432,斑,U+6591
2433,斓,U+6593
2434,蟥,U+87E5
2435,斗,U+6597
2436,料,U+6599
2437,斛,U+659B
2438,斜,U+659C
2439,斝,U+659D
2440,斟,U+659F
2441,斡,U+65A1
2442,斢,U+65A2
2443,斤,U+65A4
2444,斥,U+65A5
2445,斧,U+65A7
2446,斨,U+65A8
2447,斩,U+65A9
2448,斯,U+65AF
2450,新,U+65B0
2451,断,U+65AD
2455,方,U+65B9
2456,於,U+65BC
2457,施,U+65BD
2459,旎,U+65CE
2460,旁,U+65C1
2461,旂,U+65C2
2462,旃,U+65C3
2463,旄,U+65C4
2464,旅,U+65C5
2465,旆,U+65C6
2467,旋,U+65CB
2468,旌,U+65CC
2469,族,U+65CF
2470,旖,U+65D6
2471,旒,U+65D2
2475,旗,U+65D7
2476,烩,U+70E9
2477,无,U+65E0
2478,既,U+65E2
2480,日,U+65E5
2481,旦,U+65E6
2482,旨,U+65E8
2483,早,U+65E9
2484,旬,U+65EC
2485,旭,U+65ED
2486,旰,U+65F0
2487,旱,U+65F1
2488,晒,U+6652
2489,旺,U+65FA
2490,昌,U+660C
2491,昂,U+6602
2492,昆,U+6606
2493,昃,U+6603
2494,明,U+660E
2495,昏,U+660F
2496,易,U+6613
2497,昔,U+6614
2498,晗,U+6657
2499,昉,U+6609
2500,昕,U+6615
2501,昝,U+661D
2502,星,U+661F
2503,映,U+6620
2504,春,U+6625
2505,昧,U+6627
2506,昨,U+6628
2507,昭,U+662D
2508,是,U+662F
2509,昱,U+6631
2510,昴,U+6634
2511,昵,U+6635
2512,昶,U+6636
2513,晁,U+6641
2514,时,U+65F6
2515,晃,U+6643
2516,晋,U+664B
2517,晌,U+664C
2518,晏,U+664F
2519,晚,U+665A
2520,晢,U+6662
2521,昼,U+663C
2522,晞,U+665E
2523,晡,U+6661
2524,晤,U+6664
2525,晨,U+6668
2526,晦,U+6666
2527,暎,U+668E
2528,普,U+666E
2529,景,U+666F
2530,晰,U+6670
2531,晳,U+6673
2532,晴,U+6674
2533,晶,U+6676
2534,晷,U+6677
2535,智,U+667A
2536,晬,U+666C
2537,暄,U+6684
2538,暇,U+6687
2539,暍,U+668D
2540,暑,U+6691
2541,暖,U+6696
2542,暗,U+6697
2543,旸,U+65F8
2544,暝,U+669D
2545,畅,U+7545
2546,晕,U+6655
2547,晖,U+6656
2548,暂,U+6682
2549,旻,U+65FB
2550,暮,U+66AE
2552,暴,U+66B4
2554,暹,U+66B9
2555,暨,U+66A8
2556,晓,U+6653
2557,暾,U+66BE
2560,昙,U+6619
2562,曙,U+66D9
2564,曛,U+66DB
2565,曜,U+66DC
2566,曝,U+66DD
2568,旷,U+65F7
2569,曦,U+66E6
2570,昽,U+663D
2571,曩,U+66E9
2573,昇,U+6607
2574,曰,U+66F0
2575,曲,U+66F2
2576,曳,U+66F3
2577,更,U+66F4
2578,曷,U+66F7
2579,书,U+4E66
2580,曹,U+66F9
2581,曼,U+66FC
2582,曾,U+66FE
2583,替,U+66FF
2584,最,U+6700
2585,会,U+4F1A
2588,月,U+6708
2589,有,U+6709
2590,朋,U+670B
2591,服,U+670D
2592,朔,U+6714
2593,朐,U+6710
2594,朓,U+6713
2596,朕,U+6715
2597,朗,U+6717
2598,望,U+671B
2600,朝,U+671D
2601,期,U+671F
2603,朦,U+6726
2604,胧,U+80E7
2605,耠,U+8020
2606,木,U+6728
2607,未,U+672A
2608,末,U+672B
2609,本,U+672C
2610,札,U+672D
2611,术,U+672F
2612,朱,U+6731
2613,朴,U+6734
2614,朵,U+6735
2615,朽,U+673D
2616,杆,U+6746
2617,杈,U+6748
2618,杷,U+6777
2619,杉,U+6749
2620,杌,U+674C
2621,李,U+674E
2622,杏,U+674F
2623,机,U+673A
2624,材,U+6750
2625,村,U+6751
2626,杓,U+6753
2627,杖,U+6756
2628,柈,U+67C8
2629,杜,U+675C
2630,杞,U+675E
2631,束,U+675F
2632,梠,U+68A0
2633,栓,U+6813
2634,杪,U+676A
2635,杭,U+676D
2636,柿,U+67FF
2637,杯,U+676F
2638,杰,U+6770
2639,东,U+4E1C
2640,杲,U+6772
2641,杳,U+6773
2642,朿,U+673F
2643,杵,U+6775
2644,棵,U+68F5
2645,杼,U+677C
2646,松,U+677E
2647,板,U+677F
2648,枉,U+6789
2649,析,U+6790
2650,枕,U+6795
2651,林,U+6797
2652,枙,U+6799
2653,枚,U+679A
2654,果,U+679C
2655,枝,U+679D
2657,枇,U+6787
2658,枋,U+678B
2660,枘,U+6798
2661,枯,U+67AF
2663,枳,U+67B3
2664,枵,U+67B5
2665,架,U+67B6
2666,枷,U+67B7
2667,枸,U+67B8
2670,柁,U+67C1
2671,柄,U+67C4
2672,柏,U+67CF
2673,某,U+67D0
2674,柑,U+67D1
2675,柒,U+67D2
2676,染,U+67D3
2677,柔,U+67D4
2678,柘,U+67D8
2679,柙,U+67D9
2680,柚,U+67DA
2681,柜,U+67DC
2682,柝,U+67DD
2683,柞,U+67DE
2685,柢,U+67E2
2686,查,U+67E5
2687,柬,U+67EC
2688,柯,U+67EF
2689,柮,U+67EE
2690,柰,U+67F0
2691,柱,U+67F1
2692,柳,U+67F3
2693,柴,U+67F4
2694,栅,U+6805
2695,枰,U+67B0
2697,樋,U+6A0B
2698,栗,U+6817
2699,校,U+6821
2700,栩,U+6829
2701,株,U+682A
2702,核,U+6838
2704,根,U+6839
2705,槾,U+69FE
2706,格,U+683C
2707,栽,U+683D
2708,桀,U+6840
2709,桁,U+6841
2710,桂,U+6842
2711,桃,U+6843
2712,桅,U+6845
2713,框,U+6846
2714,案,U+6848
2715,桌,U+684C
2716,桎,U+684E
2717,桐,U+6850
2718,桑,U+6851
2719,桓,U+6853
2720,桔,U+6854
2721,桕,U+6855
