M31-007-0003.jpg	0	15	0.00
M31-007-0004.jpg	228	10	20.73
M31-007-0005.jpg	394	3	98.50
M31-007-0006.jpg	350	4	70.00
M31-007-0007.jpg	457	3	114.25
M31-007-0008.jpg	583	6	83.29
M31-007-0009.jpg	1132	2	377.33
M31-007-0010.jpg	1108	3	277.00
M31-007-0011.jpg	1187	2	395.67
M31-007-0012.jpg	1054	4	210.80
M31-007-0013.jpg	713	4	142.60
M31-007-0014.jpg	565	2	188.33
M31-007-0015.jpg	928	10	84.36
M31-007-0016.jpg	1149	4	229.80
M31-007-0017.jpg	785	6	112.14
M31-007-0018.jpg	500	6	71.43
M31-007-0019.jpg	945	4	189.00
M31-007-0020.jpg	725	3	181.25
M31-007-0021.jpg	1166	2	388.67
M31-007-0022.jpg	428	4	85.60
M31-007-0023.jpg	861	20	41.00
M31-007-0024.jpg	934	4	186.80
M31-007-0025.jpg	961	3	240.25
M31-007-0026.jpg	578	7	72.25
M31-007-0027.jpg	400	14	26.67
M31-007-0028.jpg	1045	5	174.17
M31-007-0029.jpg	612	13	43.71
M31-007-0030.jpg	419	12	32.23
M31-007-0031.jpg	786	8	87.33
M31-007-0032.jpg	733	7	91.62
M31-007-0033.jpg	905	1	452.50
M31-007-0034.jpg	998	4	199.60
M31-007-0035.jpg	833	16	49.00
M31-007-0036.jpg	849	35	23.58
M31-007-0037.jpg	521	11	43.42
M31-007-0038.jpg	498	12	38.31
M31-007-0039.jpg	928	12	71.38
M31-007-0040.jpg	734	12	56.46
M31-007-0041.jpg	629	19	31.45
M31-007-0042.jpg	679	12	52.23
M31-007-0043.jpg	342	7	42.75
M31-007-0044.jpg	363	11	30.25
M31-007-0045.jpg	245	9	24.50
M31-007-0046.jpg	433	9	43.30
M31-007-0047.jpg	489	17	27.17
M31-007-0048.jpg	551	18	29.00
M31-007-0049.jpg	753	11	62.75
M31-007-0050.jpg	509	11	42.42
M31-007-0051.jpg	466	4	93.20
M31-007-0052.jpg	835	8	92.78
