M35-03-0001.jpg	141	31	4.41
M35-03-0002.jpg	357	23	14.88
M35-03-0003.jpg	601	1	300.50
M35-03-0004.jpg	576	1	288.00
M35-03-0005.jpg	413	1	206.50
M35-03-0006.jpg	1000	1	500.00
M35-03-0007.jpg	515	1	257.50
M35-03-0008.jpg	163	1	81.50
M35-03-0009.jpg	176	1	88.00
M35-03-0010.jpg	561	1	280.50
M35-03-0011.jpg	844	69	12.06
M35-03-0012.jpg	1403	14	93.53
M35-03-0013.jpg	520	36	14.05
M35-03-0014.jpg	643	4	128.60
M35-03-0015.jpg	255	1	127.50
M35-03-0016.jpg	484	1	242.00
M35-03-0017.jpg	676	1	338.00
M35-03-0018.jpg	557	2	185.67
M35-03-0019.jpg	780	2	260.00
M35-03-0020.jpg	725	2	241.67
M35-03-0021.jpg	805	2	268.33
M35-03-0022.jpg	383	3	95.75
M35-03-0023.jpg	856	4	171.20
M35-03-0024.jpg	285	1	142.50
M35-03-0025.jpg	585	4	117.00
M35-03-0026.jpg	435	1	217.50
M35-03-0027.jpg	344	1	172.00
M35-03-0028.jpg	443	1	221.50
M35-03-0029.jpg	448	2	149.33
M35-03-0030.jpg	269	1	134.50
M35-03-0031.jpg	205	1	102.50
M35-03-0032.jpg	915	3	228.75
M35-03-0033.jpg	682	1	341.00
M35-03-0034.jpg	723	1	361.50
M35-03-0035.jpg	822	1	411.00
M35-03-0036.jpg	463	2	154.33
M35-03-0037.jpg	642	32	19.45
M35-03-0038.jpg	940	2	313.33
M35-03-0039.jpg	989	1	494.50
M35-03-0040.jpg	892	1	446.00
M35-03-0041.jpg	1023	1	511.50
M35-03-0042.jpg	644	1	322.00
M35-03-0043.jpg	651	1	325.50
M35-03-0044.jpg	888	1	444.00
M35-03-0045.jpg	939	1	469.50
M35-03-0046.jpg	731	1	365.50
M35-03-0047.jpg	997	1	498.50
M35-03-0048.jpg	1150	5	191.67
M35-03-0049.jpg	1109	4	221.80
M35-03-0050.jpg	1150	3	287.50
M35-03-0051.jpg	400	4	80.00
M35-03-0052.jpg	323	4	64.60
M35-03-0053.jpg	734	3	183.50
M35-03-0054.jpg	813	1	406.50
M35-03-0055.jpg	402	4	80.40
M35-03-0056.jpg	1010	19	50.50
M35-03-0057.jpg	884	27	31.57
M35-03-0058.jpg	287	70	4.04
M35-03-0059.jpg	726	1	363.00
M35-03-0060.jpg	530	1	265.00
M35-03-0061.jpg	435	1	217.50
M35-03-0062.jpg	858	1	429.00
M35-03-0063.jpg	882	21	40.09
M35-03-0064.jpg	217	93	2.31
M35-03-0065.jpg	259	1	129.50
M35-03-0066.jpg	628	1	314.00
M35-03-0067.jpg	474	42	11.02
M35-03-0068.jpg	1074	2	358.00
M35-03-0069.jpg	745	1	372.50
M35-03-0070.jpg	405	1	202.50
